Chromosome	Position
chr12	71810686
chr12	72349372
chr12	74148417
chr12	74314381
chr12	76215564
chr12	79448175
chr12	81379180
chr12	82339824
chr12	82757402
chr12	84783275
chr12	85167205
chr12	91329986
chr12	95025745
chr12	95600430
chr12	95886803
chr12	101455573
chr12	101623143
chr12	104751283
chr12	106852376
chr12	107753957
chr12	108352009
chr12	108903616
chr12	109027150
chr12	109040604
chr12	109943909
chr12	111396274
chr12	113442825
chr12	116720325
chr10	95238520
chr10	97347377
chr10	98457505
chr10	102346037
chr10	105204540
chr10	105805534
chr10	106490593
chr10	110898308
chr10	111690607
chr10	111889875
chr10	113227363
chr10	113733159
chr10	116218765
chr10	117120915
chr10	118816602
chr10	120852913
chr10	129368296
chr10	129589104
chr10	134303952
chr10	134968707
chr4	76989345
chr4	77505932
chr4	77843809
chr4	78208645
chr4	80326003
chr4	80884003
chr4	80900386
chr4	80989814
chr4	83071729
chr4	84039630
chr4	85317656
chr4	85465819
chr4	86500270
chr4	92018227
chr4	92124821
chr4	99813915
chr4	100078116
chr4	100328699
chr4	100405895
chr4	104689467
chr4	104972007
chr4	105994647
chr4	106340760
chr4	111284201
chr4	114118546
chr4	115841132
chr4	119281537
chr4	119385363
chr4	119512917
chr4	122974264
chr4	123567939
chr4	125184577
chr4	126934558
chr4	127546073
chr4	136357533
chr4	139864342
chr4	142112040
chr4	142760112
chr4	143455429
chr4	148170684
chr4	150043497
chr4	150699022
chr4	152205947
chr4	155718753
chr4	158961070
chr4	169539963
chr4	170957311
chr4	172144579
chr4	173061997
chr4	173420797
chr4	174338017
chr4	174804370
chr4	178683297
chr4	183601124
chr4	186974695
chr4	188118850
chr4	188224633
chr4	189698602
chr3	123427930
chr3	124243561
chr3	124611803
chr3	125459646
chr3	130582321
chr3	130951290
chr3	132608680
chr3	135294579
chr3	141071399
chr3	142273183
chr3	143778146
chr3	144627930
chr3	146668152
chr3	147927942
chr3	151701579
chr3	151919553
chr3	153951909
chr3	155334425
chr3	157879596
chr3	158950261
chr3	160053626
chr3	163949927
chr3	164234405
chr3	165805410
chr3	166599840
chr3	169297539
chr3	169923727
chr3	170276697
chr3	170760746
chr3	171504887
chr3	172352847
chr3	175758064
chr3	177365294
chr3	180333171
chr3	181679893
chr3	181760408
chr3	185012308
chr3	185225827
chr3	185902332
