Chromosome	Position
chr12	109787551
chr12	110390853
chr12	110610900
chr12	111162413
chr12	111466189
chr12	112059371
chr12	120400189
chr12	120903157
chr12	126896633
chr12	127558915
chr12	128309516
chr12	128545935
chr12	128760290
chr12	129720581
chr12	131992238
chr12	132777221
chr12	133639710
chr10	83666220
chr10	85265167
chr10	88140595
chr10	89973133
chr10	90477440
chr10	91611380
chr10	91938261
chr10	92326955
chr10	94184075
chr10	100797884
chr10	102615296
chr10	103059473
chr10	103757087
chr10	108195961
chr10	111815554
chr10	112143471
chr10	115024254
chr10	115189621
chr10	117099452
chr10	117655911
chr10	118340628
chr10	120586156
chr10	120793494
chr10	121319535
chr10	122229648
chr10	122716575
chr10	123659138
chr10	123921653
chr10	130824858
chr10	131732402
chr10	132018395
chr10	133834304
chr10	134346692
chr10	134589079
chr4	5474142
chr4	7134897
chr4	7204449
chr4	9608526
chr4	12080249
chr4	13068609
chr4	13511846
chr4	14084615
chr4	14758145
chr4	15650624
chr4	15702472
chr4	18743960
chr4	19172540
chr4	19733598
chr4	23509929
chr4	26552141
chr4	32865122
chr4	33254671
chr4	33391128
chr4	37281479
chr4	41051416
chr4	41769131
chr4	42559731
chr4	43312809
chr4	44331258
chr4	51696203
chr4	51804922
chr4	52255059
chr4	52728938
chr4	54043945
chr4	54261731
chr4	54867358
chr4	55674675
chr4	57873296
chr4	59983447
chr4	60116707
chr4	60265643
chr4	60357702
chr4	62193207
chr4	69377365
chr4	70814171
chr4	72655664
chr4	72915377
chr4	73225989
chr4	73448639
chr4	73794964
chr4	75054196
chr4	76435378
chr4	77898899
chr4	78852551
chr4	79700629
chr4	80752178
chr4	81771726
chr4	81965023
chr4	82193764
chr4	82821626
chr4	84017125
chr4	85647970
chr4	86956784
chr4	89114692
chr4	97739913
chr4	99517661
chr4	100495714
chr4	103422271
chr4	104191978
chr4	104328016
chr4	105476582
chr4	106097052
chr4	107410371
chr4	107696956
chr4	112575053
chr4	112735156
chr4	113309115
chr4	113704706
chr4	117681825
chr4	118288569
chr4	118660738
chr4	118937335
chr4	119095294
chr4	119196926
chr4	119544994
chr4	120038702
chr4	120954874
chr4	127365010
chr4	131880238
chr4	134127261
chr4	134406113
chr4	136523146
chr4	142122159
chr4	142444249
chr4	148885996
chr4	149712435
chr4	151914630
chr4	157163969
chr4	159415107
chr4	164226462
chr4	165168374
chr4	165199987
chr4	166561857
chr4	166883994
chr4	167557766
chr4	168542122
chr4	169538163
chr4	170094292
chr4	170300522
chr4	171349751
chr4	171698013
chr4	172277489
chr4	172815392
chr4	174503794
chr4	176506719
chr4	179335861
chr4	179600998
chr4	183033790
chr4	183464523
chr4	185136547
chr4	186070093
chr4	188408205
chr3	196686276
chr3	196707166
chr3	197324839
chr3	197899719
chr8	140768307
chr8	141585717
chr8	141718768
chr8	141777580
chr8	141893689
chr8	142562439
chr8	143000278
chr8	146010926
chr2	137594694
chr2	139249321
chr2	142505732
chr2	143074171
chr2	143416709
chr2	143568301
chr2	144367993
chr2	149049588
chr2	149628119
chr2	150731038
chr2	151365197
chr2	152278517
chr2	153030111
chr2	158898761
chr2	159498884
chr2	160402233
chr2	161816183
chr2	164982370
chr2	167239223
chr2	167313747
chr2	167529599
chr2	168175371
chr2	171335431
chr2	177953359
chr2	179529266
chr2	180244778
chr2	182055099
chr2	184377816
chr2	187849933
chr2	188312891
chr2	191201264
chr2	191713524
chr2	192557948
chr2	192609374
chr2	194220845
chr2	194535364
chr2	195223640
chr2	195858607
chr2	196269129
chr2	197149817
chr2	197768467
chr2	198145099
chr2	201901563
chr2	202279995
chr2	205412390
chr2	207797533
chr2	209662315
chr2	212124569
chr2	222372843
chr2	224675596
chr2	225428163
chr2	227757316
chr2	230197242
chr2	230431338
chr2	230627156
chr2	231467882
chr2	233569067
chr2	233683765
chr2	235615303
chr2	237068987
chr2	237157619
chr2	237757608
chr2	239410170
chr2	241112986
chr2	241570882
chrX	32348028
chrX	32350837
chrX	35487909
chrX	36475314
chrX	37128792
chrX	38360371
chrX	39032162
chrX	40818555
chrX	42657156
chrX	44248376
chrX	44583454
chrX	45089190
chrX	45338458
chrX	48011015
chrX	48210148
chrX	48890668
chrX	53572004
chrX	58872026
chrX	59016236
chrX	60036797
chrX	60928524
chrX	62178682
chrX	66271137
chrX	68724472
chrX	69307050
chrX	72756747
chrX	72809667
chrX	73091221
chrX	75253922
chrX	75747707
chrX	76043708
chrX	77870820
chrX	82151163
chrX	82438340
chrX	82638573
chrX	82965148
chrX	83002887
chrX	86201415
chrX	89063069
chrX	89502905
chrX	90433993
chrX	91941940
chrX	92585792
chrX	93107503
chrX	95415035
chrX	100441468
chrX	101401209
chrX	101721225
chrX	102755213
chrX	103279083
chrX	103303756
chrX	104366068
chrX	107536047
chrX	109500052
chrX	110128650
chrX	110601471
chrX	112122497
chrX	112554858
chrX	113980127
chrX	115143054
chrX	116077533
chrX	116846480
chrX	117648361
chrX	118018750
chrX	118453053
chrX	119161439
chrX	121636777
chrX	127173758
chrX	131502800
chrX	133085221
chrX	135177372
chrX	135432606
chrX	135904416
chrX	141535385
chrX	143617951
chrX	143873958
chrX	146358498
chrX	147146506
chrX	147696357
chrX	150092974
chrX	151942594
chrX	152265264
chrX	155207236
chr1	215234635
chr1	219197919
chr1	219276692
chr1	219975891
chr1	220976721
chr1	221426182
chr1	221793337
chr1	221907471
chr1	222488803
chr1	223221648
chr1	223909660
chr1	225171815
chr1	230641469
chr1	231371995
chr1	231456794
chr1	233402258
chr1	233624787
chr1	237064059
chr1	237893417
chr1	238253434
chr1	238619359
chr1	240469421
chr1	240485897
chr1	241789128
chr1	244692391
chr1	245072227
chr1	245269610
chr1	247883426
chr1	248421791
chr1	248567570
chr7	135126320
chr7	136205759
chr7	136273663
chr7	136748303
chr7	137918650
chr7	138759790
chr7	143958972
chr7	144471845
chr7	144618949
chr7	146813987
chr7	148812419
chr7	149327360
chr7	153771289
chr7	155507142
chr7	155610458
chr7	156769007
