Chromosome	Position
chr12	108913890
chr12	109490748
chr12	111139454
chr12	111694207
chr12	111928890
chr12	114371489
chr12	115777528
chr12	116526806
chr12	116551861
chr12	124755109
chr12	127467756
chr12	129285677
chr12	130846664
chr12	131105669
chr10	95238520
chr10	97749806
chr10	97862008
chr10	98275556
chr10	98523686
chr10	98701886
chr10	100046225
chr10	100702125
chr10	108207661
chr10	109182200
chr10	110276841
chr10	111239474
chr10	111502090
chr10	112696312
chr10	113030677
chr10	114739212
chr10	116125661
chr10	116402260
chr10	116759598
chr10	117607990
chr10	123362625
chr10	124056859
chr10	124499750
chr10	125508835
chr10	125548347
chr10	128205876
chr10	128917100
chr10	129239707
chr10	130749542
chr10	133134769
chr10	134874234
chr4	76989345
chr4	77387137
chr4	79214992
chr4	79575817
chr4	86955857
chr4	88404975
chr4	88437472
chr4	88441791
chr4	89618154
chr4	90894615
chr4	92450741
chr4	96301202
chr4	96525181
chr4	99207617
chr4	99394541
chr4	129893218
chr4	130667696
chr4	133642447
chr4	133686690
chr4	134150454
chr4	134860477
chr4	137790146
chr4	138972440
chr4	139091432
chr4	140068360
chr4	147852688
chr4	147972524
chr4	150868336
chr4	158076662
chr4	158145734
chr4	158234785
chr4	158965631
chr4	161071546
chr4	162127019
chr4	162169882
chr4	163161781
chr4	165975534
chr4	166985927
chr4	167062308
chr4	169000523
chr4	170221930
chr4	170599696
chr4	170835080
chr4	171260402
chr4	171434198
chr4	171983952
chr4	172399055
chr4	173114991
chr4	173180146
chr4	173957481
chr4	174255741
chr4	175954026
chr4	184645221
chr4	186539309
chr4	186758867
chr4	190209701
chr4	190564830
chr3	140121290
chr3	141067050
chr3	150497320
chr3	151763109
chr3	152874186
chr3	156881322
chr3	156945552
chr3	163116214
chr3	163815130
chr3	167079992
chr3	167333244
chr3	169085142
chr3	169172112
chr3	173201629
chr3	173257863
chr3	175853625
chr3	178442133
chr3	183368568
chr3	183914485
chr3	184476303
chr3	184547121
chr3	185275627
chr3	191204481
chr3	194354158
chr3	197605396
chr8	73760262
chr8	74984440
chr8	75704246
chr8	87090488
chr8	92304038
chr8	92528409
chr8	96253283
chr8	100195882
chr8	102520382
chr8	103997635
chr8	104527350
chr8	104649747
chr8	108675980
chr8	108845114
chr8	110032396
chr8	110916513
chr8	115626271
chr8	117189013
chr8	120377194
chr8	120563075
chr8	121228940
chr8	125191350
chr8	127508560
chr8	128996719
chr8	129417143
chr8	130198448
chr8	130710907
chr8	135797319
chr8	136046206
chr8	136323206
chr8	137095842
chr8	137759618
chr8	139762943
chr8	143028827
chr8	143552956
chr8	144236358
chr8	144532120
chr8	145839159
chr2	240253249
chr2	240705001
chr2	241049742
chr2	241219580
chr2	241771752
chrX	32743685
chrX	34115034
chrX	34387530
chrX	34852719
chrX	36537728
chrX	37384266
chrX	50750465
chrX	51317643
chrX	52719728
chrX	57338096
chrX	86944214
chrX	87312137
chrX	89279147
chrX	94174848
chrX	95280972
chrX	100063479
chrX	100137022
chrX	102646753
chrX	103258233
chrX	103833091
chrX	105986205
chrX	116409703
chrX	116553238
chrX	116794509
chrX	118559910
chrX	121270339
chrX	121840050
chrX	122597156
chrX	122926684
chrX	124070492
chrX	127950220
chrX	128679529
chrX	132278115
chrX	132878724
chrX	133222587
chrX	134996514
chrX	138026228
chrX	138904663
chrX	139398977
chrX	139625961
chrX	140222727
chrX	145944196
chrX	146670187
chrX	148959765
chrX	152994633
chrX	154758315
chr1	239928646
chr1	240286060
chr1	240375344
chr1	244291781
chr1	244500537
chr1	245350339
chr1	246345904
chr1	248939993
