Chromosome	Position
chr12	71867577
chr12	74285449
chr12	75092240
chr12	76341687
chr12	76991952
chr12	77705644
chr12	80668537
chr12	80680335
chr12	81476598
chr12	81814906
chr12	83139789
chr12	83504684
chr12	84984658
chr12	88072109
chr12	92538203
chr12	93436718
chr12	94171450
chr12	95333111
chr12	96100789
chr12	96482719
chr12	98133666
chr12	98783130
chr12	99107904
chr12	99302821
chr12	99930368
chr12	100533280
chr12	101139316
chr12	109396108
chr12	110391978
chr12	112209405
chr12	116778877
chr12	117823908
chr12	118482051
chr12	119619878
chr12	120330823
chr12	120688371
chr12	126928446
chr12	127222628
chr12	128399855
chr12	128441499
chr12	129746484
chr12	132130392
chr10	83666220
chr10	83938167
chr10	89675705
chr10	89972493
chr10	94854706
chr10	95019843
chr10	96246806
chr10	96286416
chr10	96429011
chr10	97905147
chr10	100584657
chr10	102887470
chr10	102902882
chr10	106181270
chr10	107094793
chr10	107775430
chr10	111421640
chr10	112295346
chr10	113096972
chr10	113462473
chr10	113938683
chr10	114372406
chr10	119509872
chr10	122664832
chr10	122904610
chr10	123807137
chr10	123839039
chr10	124722956
chr10	124957614
chr10	128892701
chr10	129335363
chr10	129508331
chr10	132578504
chr10	132846156
chr4	7216556
chr4	7250694
chr4	7344503
chr4	8433002
chr4	12031016
chr4	13271180
chr4	13484983
chr4	13626549
chr4	14205814
chr4	14521077
chr4	22088093
chr4	24131223
chr4	27086731
chr4	32925025
chr4	36247526
chr4	37156188
chr4	38516844
chr4	41688917
chr4	42584850
chr4	42737055
chr4	43438868
chr4	44264422
chr4	47482657
chr4	47843486
chr4	48422318
chr4	49010623
chr4	49351514
chr4	55325949
chr4	56303405
chr4	57286299
chr4	57889140
chr4	58763232
chr4	61058166
chr4	61133552
chr4	61144379
chr4	62760989
chr4	63133486
chr4	64503535
chr4	65354619
chr4	67080109
chr4	68479945
chr4	69590317
chr4	75853023
chr4	75889046
chr4	76672698
chr4	78048001
chr4	78531073
chr4	79113498
chr4	80001174
chr4	80421742
chr4	81278770
chr4	81972177
chr4	85310185
chr4	85355627
chr4	85636273
chr4	88181753
chr4	89461177
chr4	90277075
chr4	90443350
chr4	90777874
chr4	91104801
chr4	91387811
chr4	94941949
chr4	95211183
chr4	98795499
chr4	99495910
chr4	101109003
chr4	101295709
chr4	101765867
chr4	102123065
chr4	102411360
chr4	104059068
chr4	105072745
chr4	105786097
chr4	105786854
chr4	106548242
chr4	107133626
chr4	107188188
chr4	107530659
chr4	109541071
chr4	121633852
chr4	124070881
chr4	125479561
chr4	126218096
chr4	126775533
chr4	132158146
chr4	132355034
chr4	132422171
chr4	134989133
chr4	135393460
chr4	139012009
chr4	141833097
chr4	144359704
chr4	144976323
chr4	145705673
chr4	146618879
chr4	148282487
chr4	153503214
chr4	154976763
chr4	164970219
chr4	165330214
chr4	169374198
chr4	171300317
chr4	172347862
chr4	172961605
chr4	175613735
chr4	176692615
chr4	176717245
chr4	176767702
chr4	177092091
chr4	177174473
chr4	178979544
chr4	182469865
chr4	182858983
chr4	183611086
chr4	184158094
chr4	187418743
chr4	187674546
chr4	188839012
chr3	119346613
chr3	119742070
chr3	122260930
chr3	122471584
chr3	123716964
chr3	125361668
chr3	125854469
chr3	127796023
chr3	134149657
chr3	135539189
chr3	135698986
chr3	140308550
chr3	143693313
chr3	145709686
chr3	146812478
chr3	147768115
chr3	149772272
chr3	150286340
chr3	158152511
chr3	158613175
chr3	159410245
chr3	162398830
chr3	166159151
chr3	168048941
chr3	168244438
chr3	173606847
chr3	175431215
chr3	179311050
chr3	181383609
chr3	181739669
chr3	183235728
chr3	189959287
chr8	110980885
chr8	112015559
chr8	112160162
chr8	112546137
chr8	114083162
chr8	115114889
chr8	115349705
chr8	116139171
chr8	117546687
chr8	119593675
chr8	120264213
chr8	120664660
chr8	123107269
chr8	123349957
chr8	123423742
chr8	123845894
chr8	124520533
chr8	127006790
chr8	131459935
chr8	135550053
chr8	138161361
chr8	139119020
chr8	139675056
chr8	140038909
chr8	146241591
chr2	166781479
chr2	168214117
chr2	171642049
chr2	180080680
chr2	180252875
chr2	180624997
chr2	181425955
chr2	181775048
chr2	187490824
chr2	187947981
chr2	188534348
chr2	189181995
chr2	192242966
chr2	192686676
chr2	194438623
chr2	208760253
chr2	209041056
chr2	211089583
chr2	213761125
chr2	213794190
chr2	213940827
chr2	216008647
chr2	218668462
chr2	219372359
chr2	219974902
chr2	225186418
chr2	225222880
chr2	226622960
chr2	227074498
chr2	227287200
chr2	227712439
chr2	229354074
chrX	106194616
chrX	108511669
chrX	109111051
chrX	113373581
chrX	118999543
chrX	121803314
chrX	123279593
chrX	123922341
chrX	128524856
chrX	128791712
chrX	128872659
chrX	129867338
chrX	135672834
chrX	139882984
chrX	141046577
chrX	141102010
chrX	145533352
chrX	146169083
chrX	146952456
chrX	147274711
chrX	147366232
chrX	147653081
chrX	148505896
chrX	151065166
chrX	152146365
chrX	152564909
chr1	240761770
chr1	242354278
chr1	242807591
chr1	243693855
chr1	245565268
chr7	113788192
chr7	114136941
chr7	114915011
chr7	120395393
chr7	120465176
chr7	121602305
chr7	122321055
chr7	122828300
chr7	124365878
chr7	124499835
chr7	126266102
chr7	127244832
chr7	129172159
chr7	129227607
chr7	129269105
chr7	132191223
chr7	133276655
chr7	146136672
chr7	146929916
chr7	147292727
chr7	147420636
