Chromosome	Position
chr12	108913890
chr12	111252857
chr12	115893764
chr12	117811419
chr12	118307950
chr12	124974329
chr12	125682829
chr12	125860933
chr12	126678188
chr12	126854288
chr12	128261983
chr12	129990522
chr12	131313556
chr12	131638211
chr12	132018710
chr12	132301267
chr10	57329065
chr10	58563459
chr10	58980068
chr10	59239718
chr10	60705304
chr10	62478207
chr10	63480911
chr10	64182116
chr10	64539829
chr10	65617198
chr10	69911291
chr10	70098897
chr10	70357009
chr10	71848305
chr10	72598445
chr10	73534365
chr10	74425865
chr10	82655244
chr10	82765952
chr10	86225959
chr10	87145127
chr10	96918311
chr10	97851441
chr10	98133663
chr10	99124659
chr10	104660032
chr10	111359736
chr10	111365934
chr10	111566223
chr10	112404022
chr10	118177562
chr10	118503262
chr10	121871706
chr10	122175059
chr10	122647518
chr10	122951675
chr10	124179006
chr10	125796471
chr4	76987866
chr4	77346207
chr4	79505292
chr4	79576552
chr4	79997589
chr4	82406613
chr4	86103806
chr4	88322832
chr4	92618572
chr4	95480418
chr4	96189989
chr4	96884469
chr4	96947505
chr4	98611484
chr4	102161577
chr4	102930642
chr4	107629036
chr4	108915249
chr4	109737022
chr4	109811063
chr4	109833349
chr4	110177541
chr4	110416738
chr4	111523417
chr4	112226355
chr4	112929751
chr4	114303556
chr4	117004209
chr4	117051513
chr4	119144508
chr4	120527728
chr4	124282359
chr4	128400030
chr4	129063067
chr4	129318778
chr4	129421450
chr4	129682556
chr4	131886323
chr4	132748595
chr4	133050867
chr4	139421347
chr4	139571938
chr4	139641000
chr4	140467476
chr4	142711973
chr4	143264568
chr4	143877649
chr4	147919424
chr4	147932205
chr4	148193252
chr4	152652972
chr4	153113391
chr4	154413713
chr4	155198181
chr4	156530429
chr4	156964073
chr4	158454935
chr4	159832337
chr4	164175493
chr4	165544578
chr4	166280247
chr4	167783727
chr4	168485540
chr4	175672753
chr4	176205442
chr4	178622654
chr4	178724900
chr4	187246651
chr4	189562015
chr3	73651988
chr3	74558077
chr3	77605353
chr3	78234483
chr3	78388332
chr3	79379507
chr3	79422900
chr3	81325558
chr3	82393466
chr3	85415665
chr3	85750934
chr3	86323436
chr3	86770838
chr3	88673786
chr3	90096497
chr3	90817792
chr3	91063850
chr3	94338391
chr3	95366640
chr3	96450605
chr3	97620560
chr3	98026969
chr3	100570110
chr3	101954155
chr3	107144904
chr3	119579187
chr3	119591616
chr3	125013862
chr3	125201031
chr3	125293185
chr3	127080259
chr3	128031010
chr3	128584498
chr3	129272997
chr3	130635773
chr3	131331846
chr3	132179131
chr3	134189752
chr3	134819394
chr3	136276029
chr3	136366557
chr3	136456959
chr3	136509902
chr3	137523084
chr3	138070737
chr3	146397017
chr3	149121772
chr3	150239594
chr3	150811205
chr3	154814344
chr3	156583436
chr3	160294173
chr3	161122004
chr3	162879904
chr3	163441983
chr3	166829031
chr3	167225133
chr3	167522196
chr3	174618747
chr3	177681036
chr3	178042628
chr3	178137128
chr3	178314667
chr3	179205638
chr3	179796283
chr3	179984144
chr3	180075955
chr3	180476448
chr3	181003676
chr3	181583696
chr3	184702089
chr3	188611298
chr3	188883460
chr3	195135508
chr3	197080753
chr3	197304143
chr8	73760262
chr8	75372264
chr8	75593118
chr8	77601191
chr8	81488306
chr8	81824791
chr8	82870365
chr8	84781458
chr8	84971020
chr8	85375343
chr8	89944910
chr8	97208627
chr8	100472007
chr8	102551413
chr8	102850001
chr8	103235094
chr8	108746940
chr8	111603464
chr8	112221386
chr8	114149860
chr8	115900584
chr8	116069712
chr8	118222488
chr8	121852826
chr8	122090787
chr8	126805618
chr8	127470403
chr8	128794740
chr8	130892640
chr8	134563279
chr8	139830541
chr8	139966206
chr8	140610809
chr8	141014106
chr2	40673436
chr2	44036133
chr2	44348623
chr2	45013945
chr2	45333768
chr2	45956935
chr2	48937333
chr2	52576195
chr2	53195046
chr2	53411545
chr2	53510682
chr2	54728669
chr2	54937180
chr2	55504456
chr2	56503559
chr2	57360228
chr2	58036047
chr2	58540850
chr2	59229595
chr2	62260474
chr2	65334261
chr2	65528147
chr2	65742724
chr2	66173033
chr2	66540123
chr2	66584658
chr2	66656204
chr2	67870104
chr2	69580680
chr2	69636179
chr2	71209995
chr2	72677925
chr2	76645821
chr2	78085417
chr2	81891052
chr2	82001137
chr2	83262418
chr2	84888240
chr2	84922316
chr2	85410908
chr2	86741173
chr2	87423542
chr2	87650976
chr2	87739965
chr2	90228794
chr2	91056061
chr2	92072372
chr2	92418753
chr2	93113124
chr2	95453656
chr2	96682232
chr2	97759861
chr2	106467320
chr2	106623527
chr2	108050980
chr2	108398999
chr2	109337662
chr2	111567499
chr2	114973406
chr2	120997058
chr2	121317618
chr2	124584298
chr2	124910345
chr2	127910741
chr2	129353012
chr2	130365688
chr2	131462104
chr2	132177689
chr2	132480357
chr2	134072058
chr2	136099754
chr2	136960842
chr2	137103039
chr2	137115988
chr2	137511079
chr2	137653887
chr2	137707670
chr2	139026037
chr2	141143281
chr2	141901378
chr2	141981137
chr2	142452210
chr2	142812459
chr2	145041947
chr2	145487600
chr2	146594821
chr2	146651210
chr2	146678133
chr2	147317865
chr2	147825009
chr2	150493754
chr2	154574160
chr2	156791350
chr2	157734884
chr2	159266322
chr2	163766428
chr2	164462787
chr2	164881835
chr2	168630170
chr2	169518765
chr2	171332676
chr2	171399585
chr2	173064934
chr2	173756937
chr2	176024410
chr2	176074049
chr2	176133765
chr2	180039883
chr2	180815865
chr2	181033555
chr2	181118867
chr2	183349862
chr2	183510805
chrX	129985194
chrX	131018024
chrX	134449122
chrX	135290668
chrX	137575851
chrX	139466935
chrX	143135547
chrX	143421588
chrX	145719634
chr1	212273981
chr1	217314412
chr1	224621101
chr1	227986735
chr1	228664357
chr1	228819047
chr1	229893645
chr1	230834415
chr1	236738486
chr1	240745409
chr1	241738550
chr1	242344146
chr1	244617847
chr1	245225369
chr1	247335737
chr1	248156534
chr7	143029763
chr7	143036837
chr7	143798787
chr7	144292984
chr7	144702027
chr7	146759305
chr7	151795828
chr5	9148880
chr5	9807216
chr5	10781066
chr5	11169468
chr5	12066365
chr5	15816699
chr5	17318235
chr5	18211502
chr5	20377853
chr5	20919749
chr5	22676247
chr5	22919841
chr5	25192945
chr5	25509159
chr5	25921931
chr5	27954512
chr5	29146363
chr5	29302281
chr5	30118457
chr5	30586247
chr5	31525447
chr5	32710837
chr5	33766940
chr5	33872431
chr5	43216891
chr5	43248272
chr5	49475338
chr5	50368593
chr5	52562141
chr5	57701104
chr5	57998106
chr5	59350119
chr5	59784004
chr5	63739971
chr5	64872156
chr5	65526809
chr5	66292322
chr5	72818701
chr5	74567047
chr5	79652060
chr5	80468681
chr5	82922452
chr5	85068812
chr5	86196312
chr5	86773055
chr5	87347587
chr5	88539615
chr5	90004747
chr5	93964301
chr5	94175466
chr5	94838663
chr5	99015815
chr5	99496126
chr5	99889416
chr5	100245224
chr5	101558547
chr5	103545398
chr5	112561035
chr5	115084354
chr5	115193812
chr5	116349216
chr5	117489988
chr5	119948108
chr5	121074244
chr5	128837061
chr5	128868523
chr5	129391743
chr5	130101764
chr5	133322362
chr5	135895907
chr5	143473516
