Chromosome	Position
chr12	109787551
chr12	109951092
chr12	112883234
chr12	113745496
chr12	116169554
chr12	118950189
chr12	119750730
chr12	119811546
chr12	120003360
chr12	122664456
chr12	124715372
chr12	125190494
chr12	127521382
chr10	97593806
chr10	98560651
chr10	100989057
chr10	101948992
chr10	102164368
chr10	102795150
chr10	103541719
chr10	105267264
chr10	105464784
chr10	106872629
chr10	106962931
chr10	110762486
chr10	111377940
chr10	113392072
chr10	114535944
chr10	115303385
chr10	115673889
chr10	118233929
chr10	118875292
chr10	119690540
chr10	120999602
chr10	122940768
chr10	124766026
chr10	125169700
chr10	128688259
chr10	129505798
chr4	162906401
chr4	167378886
chr4	167511259
chr4	169588546
chr4	170989169
chr4	172642090
chr4	173356362
chr4	177617741
chr4	180746833
chr4	184829606
chr4	187296086
chr4	187978530
chr3	33436525
chr3	34812358
chr3	35241009
chr3	36959392
chr3	37807605
chr3	39366101
chr3	40105527
chr3	40401804
chr3	41717002
chr3	42823625
chr3	43287761
chr3	45686490
chr3	46279691
chr3	48058197
chr3	48367343
chr3	49891140
chr3	50338172
chr3	51203850
chr3	51994132
chr3	58012182
chr3	58515619
chr3	64748705
chr3	65150149
chr3	65573787
chr3	68610699
chr3	68693107
chr3	70240366
chr3	70442491
chr3	70828858
chr3	73626213
chr3	78121355
chr3	78614223
chr3	79282443
chr3	81401482
chr3	83628612
chr3	89304019
chr3	89702443
chr3	93335340
chr3	93369765
chr3	96746674
chr3	97296238
chr3	99217444
chr3	99608274
chr3	102565342
chr3	103420030
chr3	105047493
chr3	106942833
chr3	107680961
chr3	107790952
chr3	108243325
chr3	109343883
chr3	117872039
chr3	123540610
chr3	127656018
chr3	128111027
chr3	128354547
chr3	128536373
chr3	132043562
chr3	136092595
chr3	137319737
chr3	140572794
chr3	141719098
chr3	141960952
chr3	142797262
chr3	145176880
chr3	145508770
chr3	145884012
chr3	146842283
chr3	154521531
chr3	156093817
chr3	159411709
chr3	161336425
chr3	167012828
chr3	171673369
chr3	172804811
chr3	177616456
chr3	177669043
chr3	178958345
chr3	178964686
chr3	178994111
chr3	180978919
chr3	182493641
chr3	183037061
chr3	183352811
chr3	183720106
chr3	184708856
chr3	184822685
chr3	191376100
chr3	192426323
chr3	192598786
chr3	192747675
chr3	193538875
chr3	193727649
chr8	81740157
chr8	85508616
chr8	87885238
chr8	93879255
chr8	94055228
chr8	94441465
chr8	97753172
chr8	98254999
chr8	101520621
chr8	102341054
chr8	102699972
chr8	103009889
chr8	103595932
chr8	103976643
chr8	104296433
chr8	108217149
chr8	108903530
chr8	109710915
chr8	112701398
chr8	113726920
chr8	114172119
chr8	114307151
chr8	115078519
chr8	118859646
chr8	121998040
chr8	122750713
chr8	123115613
chr8	124638482
chr8	124773724
chr8	125334588
chr8	132488943
chr8	136543002
chr8	137210938
chr8	137456308
chr8	137793868
chr8	137969761
chr8	138185077
chr8	139206623
chr8	139276818
chr8	140504883
chr8	140684279
chr8	141494257
chr8	144299282
chr2	160598659
chr2	161560647
chr2	162087379
chr2	165614573
chr2	169795418
chr2	169825652
chr2	170070136
chr2	170314360
chr2	170385245
chr2	170439443
chr2	171178831
chr2	172621553
chr2	173452089
chr2	173551256
chr2	174295632
chr2	177619213
chr2	178908249
chr2	182580900
chr2	183398628
chr2	184139038
chr2	184875681
chr2	190182220
chr2	194050263
chr2	194392442
chr2	195276565
chr2	196884280
chr2	197988785
chr2	198428461
chr2	201246801
chr2	201835342
chr2	202844834
chr2	210106617
chr2	210796718
chr2	217090551
chr2	217534125
chr2	219182244
chr2	220797598
chr2	221922953
chr2	222181495
chr2	223519784
chr2	225761354
chr2	225783218
chr2	235946201
chr2	236901409
chr2	237406577
chr2	239084122
chr2	239275948
chrX	106194616
chrX	107847861
chrX	109736075
chrX	110451165
chrX	111157260
chrX	115372918
chrX	117156085
chrX	117699771
chrX	118699821
chrX	123417438
chrX	123580823
chrX	126743234
chrX	129095354
chrX	131025054
chrX	131276938
chrX	132899440
chrX	133378790
chrX	134135810
chrX	135063950
chrX	135797557
chrX	136101366
chrX	137408874
chrX	140340979
chrX	145365591
chrX	145424715
chrX	146090349
chrX	153563425
chr1	215234635
chr1	216994016
chr1	218811533
chr1	221944535
chr1	224160007
chr1	228788425
chr1	231176741
chr1	233440363
chr1	241009735
chr1	243425637
chr1	244003146
chr1	244245659
chr1	245072390
chr1	245577923
chr1	246247567
chr1	247267570
chr1	249035225
chr7	18916925
chr7	19402964
chr7	19525112
chr7	19784811
chr7	20265306
chr7	20577789
chr7	21849557
chr7	22819912
chr7	23523187
chr7	23663721
chr7	23894969
chr7	24883579
chr7	24924963
chr7	25870758
chr7	26861584
chr7	26989977
chr7	27250099
chr7	32510604
chr7	33629897
chr7	34710917
chr7	34895312
chr7	37429298
chr7	37557443
chr7	37733157
chr7	44115189
chr7	45177548
chr7	54424542
chr7	54518083
chr7	55264801
chr7	57040322
chr7	59399085
chr7	59703522
chr7	60220278
chr7	60594760
chr7	80934768
chr7	82186121
chr7	83690318
chr7	84054553
chr7	86843381
chr7	86971000
chr7	87236366
chr7	89396600
chr7	90437934
chr7	90728634
chr7	92900888
chr7	93637606
chr7	93666482
chr7	94264222
chr7	100078428
chr7	101733426
chr7	106725728
chr7	107650668
chr7	109999368
chr7	112659856
chr7	112802090
chr7	115972799
chr7	119532493
chr7	120389033
chr7	123720196
chr7	124100567
chr7	124906282
chr7	125391784
chr7	125469729
chr7	125594548
chr7	127341412
chr7	130984908
chr7	131229180
chr7	132585688
chr7	132871136
chr7	133173772
chr7	133611164
chr7	135261057
chr7	140991701
chr7	143571112
chr7	143945244
chr7	144053733
chr7	146807866
chr7	152200332
chr7	153135150
chr7	153405453
chr7	155254708
chr7	156164254
chr7	156745974
chr7	157413076
chr7	157493933
chr7	158331456
chr7	159024312
chr5	169698460
chr5	170108747
chr5	174174437
chr5	174658486
chr5	175023282
chr5	176494430
chr5	177960771
chr5	179258539
chr5	180504725
chr6	24612562
chr6	24801431
chr6	29902908
chr6	37179393
chr6	37595843
chr6	38048295
chr6	43120550
chr6	43350278
chr6	46398842
chr6	46882828
chr6	47783929
chr6	48574982
chr6	49735963
chr6	54792025
chr6	55675606
chr6	55773576
chr6	63651445
chr6	64963810
chr6	65825449
chr6	69361633
chr6	70221951
chr6	75691629
chr6	76712973
chr6	82486823
chr6	82593890
chr6	83372068
chr6	87399082
chr6	91965806
chr6	94797413
chr6	95799975
chr6	97182491
chr6	98028930
chr6	98768009
chr6	99152983
chr6	100636873
chr6	125053347
chr6	125286866
chr6	125540508
chr6	126204420
chr6	126211701
chr6	131742597
chr6	132400027
chr6	132515341
chr6	132806950
chr6	134896889
chr6	135704723
chr6	140228774
chr6	142147121
chr6	152145868
chr6	154175073
chr6	162786669
chr11	94549797
chr11	97720012
chr11	98352496
chr11	98690702
chr11	102035697
chr11	104542476
chr11	105063266
chr11	105307953
chr11	106756935
chr11	108697322
chr11	109555767
chr11	110549383
chr11	113523370
chr11	113558099
chr11	113937443
chr11	115334484
chr11	115873963
chr11	116861922
chr11	122042140
chr11	122728334
chr11	124005303
chr11	126430343
chr11	131350015
chr11	132134696
chr17	7495900
chr17	11308423
chr17	12715254
chr17	13691836
chr17	14624502
chr17	15861114
chr17	17444277
chr17	18369871
chr17	18702744
chr17	19326766
chr17	20385344
chr17	21488711
chr17	24666061
chr17	25174305
chr17	27260296
chr17	37484790
chr17	37599710
chr17	39359896
chr17	39875176
chr17	49264271
chr17	53954298
chr17	55334529
chr17	58769911
chr17	59297919
chr17	59398557
chr17	62093230
chr17	65261730
chr17	65402562
chr17	66219024
chr17	66231658
chr17	66485574
