Chromosome	Position
chr12	131146566
chr12	131157518
chr12	133262054
chr12	133307347
chr12	133524386
chr10	53042044
chr10	53201424
chr10	57072355
chr10	57225593
chr10	59525280
chr10	60045247
chr10	61727317
chr10	61737001
chr10	62193230
chr10	62235328
chr10	65031638
chr10	65361941
chr10	68102602
chr10	68327239
chr10	68731921
chr10	69551087
chr10	71745951
chr10	78355193
chr10	79805094
chr10	80078384
chr10	82969043
chr10	83159210
chr10	83715365
chr10	84768915
chr10	88045567
chr10	88376052
chr10	88468883
chr10	92479259
chr10	93211224
chr10	93389196
chr10	93908914
chr10	94711298
chr10	95084414
chr10	97713423
chr10	98462225
chr10	98870591
chr10	101854243
chr10	102377655
chr10	105731506
chr10	110899228
chr10	111306602
chr10	114511601
chr10	115487395
chr4	47768037
chr4	50435238
chr4	52005186
chr4	52263508
chr4	53729428
chr4	55152864
chr4	62994850
chr4	63864702
chr4	67797409
chr4	68547505
chr4	69981680
chr4	70925060
chr4	71154413
chr4	75040455
chr4	75481683
chr4	82665747
chr4	85892797
chr4	87736143
chr4	88402912
chr4	89292761
chr4	93185423
chr4	95854383
chr4	95877072
chr4	96506785
chr4	96975212
chr4	97575895
chr4	98928300
chr4	100707265
chr4	102017001
chr4	102169989
chr4	103252445
chr4	103751675
chr4	106822529
chr4	107390163
chr4	108198287
chr4	108767182
chr4	109279189
chr4	110694892
chr4	110855544
chr4	111566955
chr4	116939899
chr4	117403643
chr4	118666873
chr4	122825236
chr4	122881825
chr4	125830172
chr4	127529956
chr4	134144079
chr4	135405160
chr4	136366178
chr4	137717620
chr4	139760216
chr4	141967629
chr4	142344623
chr4	144649192
chr4	152307875
chr4	152638501
chr4	155398825
chr4	157234827
chr4	159875444
chr4	160584391
chr4	160814189
chr4	163616062
chr4	164090218
chr4	169315853
chr4	169731733
chr4	170373429
chr4	172139418
chr4	172143867
chr4	175155776
chr4	175433190
chr4	175818280
chr4	176782754
chr4	176844639
chr4	184573636
chr4	185020785
chr4	185402101
chr4	190682280
chr3	123427930
chr3	123730924
chr3	125930112
chr3	129823219
chr3	129875464
chr3	133724335
chr3	134224454
chr3	134606336
chr3	135518612
chr3	136984871
chr3	138694806
chr3	139077904
chr3	140640583
chr3	141139155
chr3	141215936
chr3	141379929
chr3	142192048
chr3	142471575
chr3	144585507
chr3	144683134
chr3	145623859
chr3	146852913
chr3	149892365
chr3	150353731
chr3	151620149
chr3	152113777
chr3	153320759
chr3	153428902
chr3	153843553
chr3	154860747
chr3	158238165
chr3	163731801
chr3	167467282
chr3	168093318
chr3	168430214
chr3	171819108
chr3	173560830
chr3	180523181
chr3	182424405
chr3	187745885
chr3	191071311
chr3	193210571
chr3	193494102
chr3	193823526
chr3	195156759
chr3	196354048
chr8	31752584
chr8	32309958
chr8	34085993
chr8	35235804
chr8	35388487
chr8	35719199
chr8	37796033
chr8	38580666
chr8	39946484
chr8	40505932
chr8	41418735
chr8	42207314
chr8	45169363
chr8	45531285
chr8	46014882
chr8	46992850
chr8	47591735
chr8	47605802
chr8	47902654
chr8	48013577
chr8	48153591
chr8	48616953
chr8	50653519
chr8	55982873
chr8	56563125
chr8	62098264
chr8	63909486
chr8	65034666
chr8	65612150
chr8	67203645
chr8	74425410
chr8	76722891
chr8	77013567
chr8	78447303
chr8	79642653
chr8	80590462
chr8	80816637
chr8	81285381
chr8	81474917
chr8	81890830
chr8	81997647
chr8	83642265
chr8	85282593
chr8	85646733
chr8	86375453
chr8	86629384
chr8	88739970
chr8	112713971
chr8	113095134
chr8	114310121
chr8	116726654
chr8	130647557
chr8	130803614
chr8	131055586
chr8	133834623
chr8	134416930
chr8	134792627
chr8	134797456
chr8	136458825
chr8	142397258
chr8	144111575
chr8	145690516
chr2	160598659
chr2	161556246
chr2	162227142
chr2	165463811
chr2	169692014
chr2	173623592
chr2	174615011
chr2	174715396
chr2	176092802
chr2	177566503
chr2	181338714
chr2	186153871
chr2	186775651
chr2	189976504
chr2	196777421
chr2	197769843
chr2	199452153
chr2	199734980
chr2	203661230
chr2	207334948
chr2	209854648
chr2	210107110
chr2	210578253
chr2	213758801
chr2	214371407
chr2	215835401
chr2	215844386
chr2	218082487
chr2	221530287
chr2	221924452
chr2	223123573
chr2	223594188
chr2	225268494
chr2	226131929
chr2	227562687
chr2	228000328
chr2	230200407
chr2	230615658
chr2	230722892
chr2	231244801
chr2	231439478
chr2	235602202
chr2	237976736
chr2	239080322
chr2	240404795
chrX	44111517
chrX	45059720
chrX	45108710
chrX	45278916
chrX	45356701
chrX	45408082
chrX	45416247
chrX	46419837
chrX	54739068
chrX	58497594
chrX	58745131
chrX	60853412
chrX	61358106
chrX	63327567
chrX	65552103
chrX	69847546
chrX	74920947
chrX	78516542
chrX	81264485
chrX	81344347
chrX	81518278
chrX	83138333
chrX	83919925
chrX	89985120
chrX	90810064
chrX	92399823
chrX	102556743
chrX	102909983
chrX	104245007
chrX	105466925
chrX	106569815
chrX	107074698
chrX	107113443
chrX	110764832
chrX	112961635
chrX	120477009
chrX	120934367
chrX	122714110
chrX	124502272
chrX	125308695
chrX	127801647
chrX	131351426
chrX	134005320
chrX	134964158
chrX	135311654
chrX	137595492
chrX	141282042
chrX	142761028
chrX	145975832
chrX	146574281
chrX	148636128
chrX	149282787
chrX	149845944
chrX	150002613
chrX	150143423
chrX	151544594
chrX	152120503
chr1	174153737
chr1	175229221
chr1	176276916
chr1	176469701
chr1	176946975
chr1	182482434
chr1	182500115
chr1	182736375
chr1	182792499
chr1	183406152
chr1	187890004
chr1	189430797
chr1	189504648
chr1	192625112
chr1	193411062
chr1	193529980
chr1	193598415
chr1	194441883
chr1	198494806
chr1	199061601
chr1	200408624
chr1	201703253
chr1	202543147
chr1	202931274
chr1	203820235
chr1	205176756
chr1	205322335
chr1	206259247
chr1	206966674
chr1	209119470
chr1	209328812
chr1	210262372
chr1	215003496
chr1	217312031
chr1	220197545
chr1	222939290
chr1	224288319
chr1	225201036
chr1	232379327
chr1	234284465
chr1	235834113
chr1	240710898
chr1	240853042
chr1	242641405
chr1	243071737
chr1	243218527
chr1	245313596
chr1	245720154
chr1	247064386
chr7	70076118
chr7	70272203
chr7	71413063
chr7	71541336
chr7	71864924
chr7	72647961
chr7	73398217
chr7	76462774
chr7	89671269
chr7	91160425
chr7	95823822
chr7	95923406
chr7	96268472
chr7	99656649
chr7	101165169
chr7	102891780
chr7	104854797
chr7	104965302
chr7	105151040
chr7	105428254
chr7	107519343
chr7	112036680
chr7	112618296
chr7	114843842
chr7	115078356
chr7	119916169
chr7	121699138
chr7	124619946
chr7	127701204
chr7	134739383
chr7	140775106
chr7	141086695
chr7	141108135
chr7	143388058
chr7	145954463
chr7	146038710
chr7	146722759
chr7	149689738
chr7	150224619
chr7	150599805
chr7	155528646
chr7	157939638
chr7	158728763
chr5	177805673
chr5	178690029
chr6	20984306
chr6	21293425
chr6	25518460
chr6	25682366
chr6	25933641
chr6	27059795
chr6	27715613
chr6	27800116
chr6	29273727
chr6	29551724
chr6	29996745
chr6	30105544
chr6	30374889
chr6	31584391
chr6	32896231
chr6	32973878
chr6	33167206
chr6	33433509
chr6	35110920
chr6	36287693
chr6	36330268
chr6	42924594
chr6	44118347
chr6	45288916
chr6	45531300
chr6	46134413
chr6	47083836
chr6	48164971
chr6	48297835
chr6	53468235
chr6	54171926
chr6	54387083
chr6	54591638
chr6	56822395
chr6	58121001
chr6	59687306
chr6	59910186
chr6	61626232
chr6	64394605
chr6	66308223
chr6	66617316
chr6	67295137
chr6	67961871
chr6	68193880
