Chromosome	Position
chr12	72798975
chr12	75522060
chr12	77230573
chr12	78223463
chr12	79308163
chr12	79909889
chr12	80803202
chr12	84685806
chr12	90570259
chr12	90926525
chr12	95121178
chr12	95637966
chr12	96187603
chr12	97347333
chr12	99928113
chr12	100713179
chr12	100898813
chr12	101285860
chr12	103180564
chr12	104350644
chr12	104382066
chr12	105008035
chr12	106509324
chr12	107986793
chr12	113570042
chr12	114381690
chr12	114686703
chr12	114803951
chr12	116320039
chr12	118747914
chr12	121987369
chr12	122337687
chr12	123053204
chr12	123431142
chr12	123788878
chr12	124078546
chr12	126918442
chr12	128868636
chr12	129885226
chr10	84630657
chr10	87421792
chr10	87469052
chr10	92029343
chr10	92670744
chr10	94474652
chr10	94677062
chr10	94813488
chr10	94975864
chr10	96960666
chr10	97289735
chr10	104124751
chr10	105189995
chr10	110167555
chr10	110608632
chr10	111742357
chr10	112206971
chr10	113780696
chr10	113888226
chr10	118002224
chr10	120783719
chr10	121148492
chr10	121673826
chr10	123991619
chr10	129144291
chr10	129883334
chr10	130341883
chr10	130922839
chr10	131533337
chr10	132007205
chr10	132803710
chr4	22502000
chr4	22644918
chr4	26221177
chr4	27755251
chr4	28584939
chr4	29137353
chr4	29187047
chr4	34124775
chr4	37019785
chr4	37069808
chr4	37547841
chr4	61854978
chr4	64921408
chr4	65567577
chr4	65870253
chr4	67116180
chr4	69795920
chr4	75598271
chr4	75916928
chr4	76392772
chr4	76400337
chr4	81559844
chr4	85806380
chr4	86915147
chr4	88190402
chr4	93634476
chr4	94380452
chr4	97286810
chr4	97962427
chr4	98897544
chr4	101555737
chr4	102477157
chr4	103399896
chr4	103455831
chr4	104294160
chr4	105619083
chr4	106062425
chr4	106371098
chr4	112201553
chr4	112390952
chr4	112697571
chr4	113465896
chr4	113649254
chr4	114972790
chr4	116948693
chr4	118181901
chr4	120239205
chr4	121711361
chr4	122616542
chr4	123148657
chr4	123870448
chr4	124388611
chr4	125164543
chr4	126587338
chr4	126795984
chr4	130317306
chr4	130911880
chr4	139951791
chr4	142522301
chr4	144194987
chr4	146362296
chr4	146858479
chr4	147750398
chr4	148074199
chr4	150521886
chr4	151060833
chr4	151234680
chr4	153716796
chr4	155045158
chr4	155437741
chr4	156498119
chr4	159235840
chr4	159579693
chr4	160873239
chr4	160910460
chr4	161928844
chr4	162221219
chr4	162415422
chr4	162444134
chr4	163213321
chr4	165132326
chr4	165278836
chr4	165653390
chr4	165930530
chr4	173285071
chr4	173514984
chr4	175277030
chr4	176089132
chr4	176740877
chr3	24398944
chr3	24508624
chr3	25459911
chr3	25842972
chr3	27575170
chr3	27667284
chr3	28529137
chr3	28941212
chr3	35435538
chr3	36034107
chr3	36967578
chr3	37694556
chr3	40334931
chr3	42167472
chr3	43169912
chr3	48185734
chr3	51810649
chr3	53310969
chr3	54679860
chr3	55008491
chr3	60311944
chr3	60424034
chr3	60720233
chr3	61439132
chr3	63849809
chr3	68900071
chr3	69834360
chr3	76260213
chr3	76535106
chr3	76776528
chr3	79303430
chr3	80350067
chr3	82057460
chr3	87414048
chr3	88478231
chr3	89472060
chr3	94976487
chr3	96820774
chr3	97258690
chr3	97596615
chr3	97842673
chr3	99724838
chr3	100255885
chr3	100512977
chr3	104615267
chr3	107499387
chr3	108077116
chr3	111131526
chr3	111785252
chr3	112577444
chr3	113675779
chr3	115780536
chr3	116801093
chr3	117450445
chr3	118456212
chr3	120041221
chr3	120107679
chr3	120196240
chr3	120480327
chr3	121114871
chr3	123411518
chr3	128008002
chr3	130131383
chr3	135621066
chr3	136902696
chr3	137039913
chr3	137869522
chr3	139120626
chr3	140530211
chr3	145589502
chr3	146769986
chr3	146901309
chr3	147574598
chr3	147951237
chr3	148423861
chr3	148431517
chr3	148570983
chr3	150743753
chr3	152881150
chr3	156618006
chr3	157413209
chr3	157867817
chr3	158519209
chr3	158604166
chr3	160097296
chr3	160240859
chr3	161404577
chr3	161688054
chr3	161915139
chr3	163400350
chr3	163840902
chr3	164081618
chr3	165079159
chr3	165256868
chr3	166706940
chr3	167220878
chr3	168139852
chr3	168209427
chr3	170217374
chr3	170592885
chr3	173826073
chr3	174294259
chr3	179900686
chr3	180428827
chr3	181577633
chr3	181741299
chr3	181922922
chr3	182012335
chr3	182528094
chr3	184712812
chr3	185119033
chr3	186068452
chr8	81740157
chr8	82423041
chr8	82508757
chr8	83193868
chr8	87646155
chr8	88135785
chr8	88403290
chr8	88547857
chr8	89911021
chr8	90614422
chr8	94205115
chr8	98297316
chr8	99469295
chr8	100019326
chr8	100968853
chr8	101918037
chr8	104485967
chr8	107389306
chr8	109075255
chr8	109847776
chr8	110984145
chr8	111197306
chr8	111510306
chr8	112627706
chr8	113249531
chr8	114024062
chr8	116572315
chr8	117764509
chr8	121470597
chr8	124481660
chr8	125839283
chr8	127489037
chr8	131774106
chr8	132131748
chr8	133203468
chr8	134164812
chr8	134426484
chr8	134894631
chr8	134932875
chr8	136173043
chr8	138088910
chr8	138605768
chr8	138861397
chr8	140226952
chr8	140552034
chr8	142234911
chr8	143368569
chr2	40673436
chr2	49052668
chr2	49190167
chr2	49308624
chr2	49516685
chr2	49957662
chr2	53687239
chr2	54112772
chr2	55514370
chr2	56986869
chr2	60552080
chr2	60925860
chr2	61183827
chr2	66647853
chr2	66845603
chr2	66892554
chr2	67705063
chr2	68061741
chr2	68428810
chr2	68710356
chr2	70343290
chr2	71600860
chr2	73555875
chr2	74089697
chr2	74679938
chr2	77427633
chr2	78237516
chr2	79312273
chr2	79593975
chr2	79829173
chr2	80227903
chr2	82297444
chr2	82509631
chr2	83448532
chr2	83732844
chr2	85968607
chr2	88759967
chr2	88883099
chr2	89005677
chr2	89434441
chr2	89824873
chr2	96034047
chr2	98221524
chr2	100668398
chr2	101973023
chr2	102603931
chr2	102649648
chr2	112961007
chr2	113470330
chr2	115364952
chr2	117658088
chr2	118387226
chr2	119531187
chr2	120160193
chr2	127851904
chr2	128123925
chr2	132500867
chr2	132937031
chr2	133342278
chr2	133570991
chr2	135700019
chr2	136725984
chr2	141123559
chr2	142273203
chr2	142450971
chr2	144633828
chr2	146725327
chr2	148262622
chr2	148588020
chr2	148889005
chr2	148903379
chr2	150073179
chr2	151213055
chr2	152771656
chr2	153969518
chr2	155076155
chr2	156807894
chr2	157412014
chr2	157719410
chr2	157832064
chr2	158684814
chr2	158872734
chr2	162865468
chr2	163762128
chr2	164014879
chr2	165568284
chr2	167062830
chr2	168222807
chr2	176296767
chr2	182156302
chr2	186847833
chr2	187431781
chr2	188908119
chr2	188973334
chr2	190999985
chr2	195226920
chr2	196697573
chr2	200501116
chr2	200942145
chr2	201947727
chr2	203020386
chr2	203340595
chrX	31270913
chrX	31353600
chrX	32226182
chrX	35431503
chrX	37575806
chrX	38524775
chrX	42823535
chrX	42829151
chrX	45852196
chrX	47436831
chrX	51020663
chrX	52963318
chrX	73960001
chrX	74386106
chrX	75519889
chrX	76068001
chrX	76146990
chrX	76565531
chrX	78295845
chrX	80120194
chrX	80226780
chrX	80759958
chrX	80905847
chrX	86550133
chrX	96219431
chrX	100410947
chrX	101347807
chrX	102279136
chrX	104557681
chrX	104561783
chrX	107336221
chrX	107436836
chrX	108223232
chrX	108446449
chrX	110775707
chrX	113250016
chrX	113697530
chrX	115603730
chrX	117053927
chrX	117075171
chrX	119458952
chrX	121618570
chrX	126756785
chrX	128069363
chrX	133515139
chrX	133670989
chrX	134582647
chrX	134945299
chrX	135001388
chrX	137247811
chrX	138306151
chrX	138506067
chrX	139985608
chrX	140845317
chrX	142170123
chrX	150613092
chrX	150934676
chrX	151795257
chrX	153403422
chr1	3150455
chr1	3189531
chr1	3283938
chr1	5657088
chr1	11232517
chr1	11747133
chr1	12636080
chr1	13638865
chr1	17431957
chr1	18670704
chr1	20366184
chr1	22994556
chr1	25977466
chr1	32683107
chr1	38159079
chr1	44070523
chr1	46194442
chr1	49737009
chr1	49750146
chr1	49810208
chr1	51526102
chr1	51708151
chr1	56683532
chr1	59377155
chr1	59594769
chr1	60413200
chr1	61353298
chr1	61630768
chr1	63405714
chr1	69551396
chr1	72825791
chr1	73028146
chr1	75031483
chr1	75571674
chr1	80315966
chr1	80587980
chr1	81195572
chr1	81258728
chr1	83026021
chr1	84199060
chr1	88558406
chr1	93060372
chr1	93181107
chr1	94343339
chr1	96151818
chr1	96165578
chr1	96367183
chr1	97123336
chr1	97571148
chr1	97823873
chr1	99267124
chr1	99559147
chr1	101099407
chr1	102304015
chr1	102588111
chr1	102974598
chr1	104041551
chr1	106449096
chr1	106673862
chr1	106970152
chr1	107969585
chr1	108455960
chr1	113667225
chr1	114376963
chr1	118410513
chr1	119309736
chr1	119384829
