Chromosome	Position
chr12	42559030
chr12	47505612
chr12	48489315
chr12	49002343
chr12	49110664
chr12	50160640
chr12	50647269
chr12	51008234
chr12	51065370
chr12	51874089
chr12	52583617
chr12	53162008
chr12	54022673
chr12	55015725
chr12	55501955
chr12	56563916
chr12	77561085
chr12	78606712
chr12	79436393
chr12	80044564
chr12	80591697
chr12	82024263
chr12	89029635
chr12	92406081
chr12	95322649
chr12	95367822
chr12	96247218
chr12	100558829
chr12	102947373
chr12	104807396
chr12	109427329
chr12	110549870
chr12	111549841
chr12	113043962
chr12	114115216
chr12	115735883
chr12	117181801
chr12	117336370
chr12	118883923
chr12	119025622
chr12	119973822
chr12	122346635
chr12	123231356
chr12	123566669
chr12	127146208
chr12	127569961
chr12	127990195
chr12	130036720
chr12	133503953
chr10	57328996
chr10	59224732
chr10	59589601
chr10	59729849
chr10	60944140
chr10	61774421
chr10	62452470
chr10	62782683
chr10	63372750
chr10	63437732
chr10	64277023
chr10	64630852
chr10	68063395
chr10	71017859
chr10	71818712
chr10	72057681
chr10	73290185
chr10	74494143
chr10	76440589
chr10	77962052
chr10	78820718
chr10	79911106
chr10	82057462
chr10	83080379
chr10	84266070
chr10	85119631
chr10	87342068
chr10	94374052
chr10	94706458
chr10	96004162
chr10	96871952
chr10	98459973
chr10	101226319
chr10	101243422
chr10	109349797
chr10	109924058
chr10	109964249
chr10	110081257
chr10	110779330
chr10	113487402
chr10	113936159
chr10	115875202
chr10	118321958
chr10	120819793
chr10	126075749
chr10	126705020
chr10	127715713
chr10	130513210
chr10	133009141
chr10	135027800
chr4	76987668
chr4	77100921
chr4	78183296
chr4	80031382
chr4	82082718
chr4	84947199
chr4	85611101
chr4	87104607
chr4	94839380
chr4	94905424
chr4	94929000
chr4	95681167
chr4	96169170
chr4	102248193
chr4	102801455
chr4	102912176
chr4	108794661
chr4	109325454
chr4	110060756
chr4	113100473
chr4	113787256
chr4	114259837
chr4	114302992
chr4	120470783
chr4	126555278
chr4	136249984
chr4	136582026
chr4	137151887
chr4	138193379
chr4	138503071
chr4	139515596
chr4	139667446
chr4	139761618
chr4	140640811
chr4	140743737
chr4	141329859
chr4	142375376
chr4	149110073
chr4	149192879
chr4	154634170
chr4	156903529
chr4	159823523
chr4	160235842
chr4	160414661
chr4	165451546
chr4	165946468
chr4	166889533
chr4	167502419
chr4	167840003
chr4	177936921
chr4	179042647
chr4	179375449
chr4	182132463
chr4	186972991
chr3	78834517
chr3	83492283
chr3	83732898
chr3	83825297
chr3	84094669
chr3	86451251
chr3	87360767
chr3	89511459
chr3	89935617
chr3	91288829
chr3	91958308
chr3	94251136
chr3	95227162
chr3	96110874
chr3	96939026
chr3	99128366
chr3	100023668
chr3	100572760
chr3	100585990
chr3	101132346
chr3	102004880
chr3	103083356
chr3	104086458
chr3	106008862
chr3	111240004
chr3	112528414
chr3	115251920
chr3	115415336
chr3	115549127
chr3	117159619
chr3	118120941
chr3	119457095
chr3	120294068
chr3	121125413
chr3	121950316
chr3	122460125
chr3	122922745
chr3	126275351
chr3	126305287
chr3	126843954
chr3	126970003
chr3	127655405
chr3	129897046
chr3	130814128
chr3	131234198
chr3	131729282
chr3	132007763
chr3	132728785
chr3	136241175
chr3	164738437
chr3	168030120
chr3	169923208
chr3	169997138
chr3	174255609
chr3	175743618
chr3	175880793
chr3	176871344
chr3	178502177
chr3	179232828
chr3	184429745
chr3	186053092
chr3	186280115
chr3	186506247
chr3	186845392
chr3	187618777
chr3	190394084
chr3	191114260
chr3	192872058
chr3	195295729
chr3	195770297
chr8	91904653
chr8	92011462
chr8	92326799
chr8	92974780
chr8	94250143
chr8	95420413
chr8	96649816
chr8	97600095
chr8	98585467
chr8	98783265
chr8	98928739
chr8	99383041
chr8	102259641
chr8	102564027
chr8	103213017
chr8	103335844
chr8	104255145
chr8	104566550
chr8	105210526
chr8	105824876
chr8	105977315
chr8	109005371
chr8	110337763
chr8	119677602
chr8	119855667
chr8	121112060
chr8	128873577
chr8	129568622
chr8	130445056
chr8	130819223
chr8	131977728
chr8	136523274
chr8	137608862
chr8	138168452
chr8	140386623
chr8	142059155
chr8	144319416
chr8	146043318
chr2	166781479
chr2	170607730
chr2	171270799
chr2	173227715
chr2	178005299
chr2	178692742
chr2	180215656
chr2	180238027
chr2	182041718
chr2	182432885
chr2	188058598
chr2	188125355
chr2	188472279
chr2	189134304
chr2	196102884
chr2	196302290
chr2	202130052
chr2	202909188
chr2	203045868
chr2	205169133
chr2	205604178
chr2	205874350
chr2	206239727
chr2	206847146
chr2	209507468
chr2	210623750
chr2	210704342
chr2	211349534
chr2	214419951
chr2	214732663
chr2	215709737
chr2	216620066
chr2	221235671
chr2	225642873
chr2	226102018
chr2	226219252
chr2	229579937
chr2	230083795
chr2	230410578
chr2	231049630
chr2	234624897
chr2	239422680
chr2	240346673
chr2	240464279
chrX	44111517
chrX	48109935
chrX	48129436
chrX	57590935
chrX	58605944
chrX	61503908
chrX	61934473
chrX	62193434
chrX	62342649
chrX	62775067
chrX	63169769
chrX	69199406
chrX	69682024
chrX	74642110
chrX	98255845
chrX	102840636
chrX	113912161
chrX	118331799
chrX	118510974
chrX	119441236
chrX	121345770
chrX	121652479
chrX	122291653
chrX	124110877
chrX	125490129
chrX	128531539
chrX	128812121
chrX	132636142
chrX	134809962
chrX	135006772
chrX	135066301
chrX	135940154
chrX	138409870
chrX	138948287
chrX	144718050
chrX	145324738
chrX	145882154
chrX	146255308
chrX	147760596
chrX	149885933
chrX	150251952
chrX	151817548
chrX	152757961
chrX	155136841
chr1	3150455
chr1	3893740
chr1	4123375
chr1	14197728
chr1	21513129
chr1	23142374
chr1	23200385
chr1	23583017
chr1	24300940
chr1	26268957
chr1	26379068
chr1	29815190
chr1	32905654
chr1	32958780
chr1	33715856
chr1	34193588
chr1	35061299
chr1	36792005
chr1	37338152
chr1	38531689
chr1	41880655
chr1	45029589
chr1	47132621
chr1	48304892
chr1	48512560
chr1	49780585
chr1	50676907
chr1	50741604
chr1	56739910
chr1	56990560
chr1	63022010
chr1	63125248
chr1	63578411
chr1	64289574
chr1	65530745
chr1	65818541
chr1	68819415
chr1	71242331
chr1	72015271
chr1	74015127
chr1	84670949
chr1	85170755
chr1	85341175
chr1	86090485
chr1	86241048
chr1	86625450
chr1	93964411
chr1	96784460
chr1	97218559
chr1	98371982
chr1	98536962
chr1	103978567
chr1	104419994
chr1	104470643
chr1	104943511
chr1	105381049
chr1	106405111
chr1	106448906
chr1	110044868
chr1	113555296
chr1	116371339
chr1	116555503
chr1	119839424
chr1	120946396
chr1	121796480
chr1	125388732
chr1	126219207
chr1	127566277
chr1	128528588
chr1	131960005
chr1	132202130
chr1	133738558
chr1	134173516
chr1	134456418
chr1	137837591
chr1	138010108
chr1	138482947
chr1	138774448
chr1	139697621
chr1	145671577
chr1	146705002
chr1	149105819
chr1	150525129
chr1	151258306
chr1	152284309
chr1	157054243
chr1	157991849
chr1	159278714
chr1	166758819
chr1	170967216
chr1	171122435
chr1	171862337
chr7	135126320
chr7	136137814
chr7	137264812
chr7	141891308
chr7	142891836
chr7	143342574
chr7	143492191
chr7	143940142
chr5	177805673
chr5	180079091
chr6	24612562
chr6	25860031
chr6	25869504
chr6	26678317
chr6	28114521
chr6	32905524
chr6	33998706
chr6	34139961
chr6	35909399
chr6	36199534
chr6	36516086
chr6	36676845
chr6	36966554
chr6	37357250
chr6	38146358
chr6	44641895
chr6	44695435
chr6	47466409
chr6	48594952
chr6	51312043
chr6	51398632
chr6	52350790
chr6	54775771
chr6	55039261
chr6	56742005
chr6	57236140
chr6	58987848
chr6	62421779
chr6	66804941
chr6	67345360
chr6	70945516
chr6	73846478
chr6	76103891
chr6	76718419
chr6	79704491
chr6	81508461
chr6	82545250
chr6	82756271
chr6	83546902
chr6	84393340
chr6	87816725
chr6	88432523
chr6	88998934
chr6	90813730
chr6	91113474
chr6	95081980
chr6	101141124
chr6	101320411
chr6	102069712
chr6	102553562
chr6	104447618
chr6	104893869
chr6	106053586
chr6	106195909
chr6	106312449
chr6	107981624
chr6	109124748
chr6	110676030
chr6	111032588
chr6	111923316
chr6	116468422
chr6	117424275
chr6	117609482
chr6	123260032
chr6	124707660
chr6	124972192
chr6	126219063
chr6	127326686
chr6	128416883
chr6	131362673
chr6	131542136
chr6	132209143
chr6	134649975
chr11	75723948
chr11	75825811
chr11	76351827
chr11	77088655
chr11	78722494
chr11	81206337
chr11	81434336
chr11	81685436
chr11	87133877
chr11	87922809
chr11	91908657
chr11	97567818
chr11	97923910
chr11	98519434
chr11	98544456
chr11	104256377
chr11	105034559
chr11	105920356
chr11	109526079
chr11	109561937
chr11	109727326
chr11	109789372
chr11	109845049
chr11	111438297
chr11	117539442
chr11	119608890
chr11	120803404
chr11	121691345
chr11	122277620
chr11	123342954
chr11	126419721
chr11	126962666
chr11	131710733
chr17	7494744
chr17	9814334
chr17	10967852
chr17	15469720
chr17	16463664
chr17	18508474
chr17	22174376
chr17	23978502
chr17	26040374
chr17	27937902
chr17	41833159
chr17	46309224
chr17	46934734
chr17	48270126
chr17	48923248
chr17	50721468
chr17	51923761
chr17	54021341
chr17	59953580
chr17	60461021
chr17	61189601
chr17	61338962
chr17	61343598
chr17	64034265
chr17	64146960
chr17	65288360
chr17	66752972
chr17	67591141
chr20	52567150
chr20	53056282
chr20	57630869
chr20	57848377
chr20	58656770
chr20	60308379
chr20	62021230
chr20	62967503
chr15	92988488
chr15	93455810
chr15	96722436
chr9	104395275
chr9	105811445
chr9	109004946
chr9	110847519
chr9	111180230
chr9	116422150
chr9	119552279
chr9	123796967
chr9	127183136
chr9	127909841
chr9	127931335
chr9	129326725
chr9	129556607
chr9	136478848
chr9	138917864
chr9	139185298
chr9	139743696
chr16	67931114
chr16	68358632
chr16	69347167
chr16	70273074
chr16	73315394
chr16	73445010
chr16	79122669
chr16	79553980
chr16	83584087
chr16	85105560
chr16	87102576
chr16	89829174
chr18	50811638
chr18	50851109
chr18	51331328
chr18	52844896
chr18	58608127
chr18	59027431
chr18	59893022
chr18	61301635
chr18	66092100
chr18	67096836
chr18	67638919
chr18	67930372
chr18	71613486
chr18	71878615
chr18	72291048
chr18	73750071
chr18	76033487
chr18	77009189
chr18	77594381
chr21	45441108
chr21	46178641
chr14	78960264
chr14	80274757
chr14	81576712
chr14	83588668
chr14	83779929
chr14	87705740
chr14	90024434
chr14	92404366
chr14	94277859
chr14	94504384
chr14	94746450
chr14	96053995
chr14	96650576
chr14	102632488
chr14	102741843
chr14	103383289
chr14	103398518
chr14	104380386
chr14	105274322
chr14	105733678
chr13	73522996
chr13	74824760
chr13	75503483
chr13	82359535
chr13	82886819
chr13	82887405
chr13	83164630
chr13	83540136
chr13	84135541
chr13	85672216
chr13	86090054
chr13	86116415
chr13	86547939
chr13	87653080
chr13	87734326
chr13	88389511
chr13	89423355
chr13	89819457
chr13	91640237
chr13	96613150
chr13	97001634
chr13	97278218
chr13	97948944
chr13	98204418
chr13	101399416
chr13	102021305
chr19	2858326
chr19	3309313
chr19	4241206
chr19	4470554
chr19	6085101
chr19	7045901
chr19	7763676
chr19	8285076
chr19	10505861
chr19	13237135
chr19	13358386
chr19	13719572
chr19	14446549
chr19	15187178
chr19	15282775
chr19	15286645
chr19	17496387
chr19	18044749
chr19	20366156
chr19	21220467
chr19	22341067
chr19	22789410
chr19	24059022
chr19	25059167
chr19	28481389
chr19	28650740
chr19	29597215
chr19	29869410
chr22	18911380
chr22	19672716
chr22	21055558
chr22	21775184
chr22	31082776
chr22	36773643
