Chromosome	Position
chr12	66854363
chr12	67141788
chr12	69139230
chr12	72613899
chr12	73122180
chr12	74424841
chr12	75037192
chr12	76116959
chr12	81379498
chr12	82978987
chr12	84591842
chr12	85549064
chr12	85657569
chr12	89657956
chr12	90304805
chr12	91076266
chr12	91249438
chr12	91919124
chr12	92753336
chr12	93045510
chr12	93549613
chr12	94223798
chr12	96845150
chr12	97435978
chr12	97726022
chr12	97960542
chr12	98021310
chr12	98022175
chr12	98523281
chr12	99011174
chr12	102685068
chr12	103135698
chr12	105750901
chr12	109458495
chr12	112864001
chr12	113295213
chr12	113429247
chr12	115263861
chr12	116262381
chr12	126107659
chr12	126350586
chr12	127581695
chr12	128584527
chr12	130083775
chr12	131986553
chr12	133645535
chr10	582431
chr10	1235275
chr10	1547611
chr10	2060896
chr10	4194473
chr10	4244983
chr10	8081310
chr10	8159327
chr10	8794827
chr10	9355396
chr10	10257053
chr10	12012750
chr10	17222113
chr10	17540277
chr10	18200434
chr10	19663373
chr10	22888657
chr10	22966670
chr10	23657177
chr10	24569462
chr10	25793560
chr10	27979955
chr10	32296407
chr10	33186338
chr10	33627148
chr10	34347408
chr10	34444002
chr10	35061757
chr10	36809140
chr10	37994484
chr10	40856324
chr10	41466457
chr10	55810011
chr10	56318628
chr10	58696064
chr10	59712713
chr10	59726339
chr10	63073411
chr10	64240925
chr10	64328344
chr10	64435579
chr10	65883873
chr10	65986028
chr10	66188873
chr10	67420353
chr10	68496004
chr10	71608872
chr10	74756786
chr10	75235226
chr10	79748162
chr10	80757580
chr10	81164384
chr10	82391556
chr10	82401013
chr10	91276648
chr10	92704973
chr10	92885786
chr10	98779618
chr10	100819316
chr10	101548592
chr10	105200662
chr10	109488580
chr10	111657695
chr10	112206007
chr10	113092439
chr10	113107191
chr4	98792396
chr4	101326192
chr4	101557935
chr4	110066106
chr4	111760057
chr4	115019076
chr4	116718614
chr4	117591087
chr4	118729691
chr4	122024062
chr4	123098602
chr4	124169309
chr4	124441790
chr4	125858952
chr4	127549245
chr4	128660163
chr4	130351096
chr4	130611621
chr4	130929193
chr4	131057248
chr4	131305090
chr4	136704748
chr4	143401498
chr4	143653323
chr4	144182767
chr4	147019728
chr4	147507243
chr4	147795944
chr4	149213404
chr4	149638300
chr4	150147082
chr4	150577791
chr4	150833464
chr4	151236828
chr4	152074279
chr4	155158930
chr4	155535781
chr4	157097673
chr4	157771006
chr4	158625755
chr4	161730127
chr4	162246108
chr4	166995042
chr4	168329351
chr4	169194988
chr4	172429338
chr4	174566253
chr4	175633777
chr4	175873442
chr4	176748332
chr4	182930786
chr4	186239998
chr4	186333543
chr4	189131604
chr3	73652224
chr3	73903024
chr3	78799404
chr3	79380965
chr3	82565030
chr3	83094732
chr3	85423240
chr3	87031114
chr3	91514902
chr3	91948422
chr3	92811212
chr3	93738240
chr3	95840473
chr3	97185969
chr3	100378771
chr3	105997675
chr3	106398477
chr3	107356036
chr3	109548306
chr3	109981551
chr3	110334665
chr3	114331144
chr3	115303857
chr3	115785058
chr3	117748609
chr3	119828102
chr3	121397137
chr3	121401263
chr3	124575936
chr3	127055842
chr3	127616753
chr3	128482062
chr3	129102380
chr3	134016610
chr3	137976955
chr3	138525737
chr3	138984643
chr3	142595611
chr3	142912266
chr3	143424750
chr3	143664229
chr3	146414978
chr3	148410811
chr3	153680174
chr3	155210713
chr3	155298161
chr3	155435578
chr3	159160313
chr3	159641160
chr3	160576828
chr3	161280306
chr3	162461910
chr3	164262565
chr3	165485942
chr3	166439240
chr3	166491708
chr3	166970966
chr3	167113450
chr3	167491291
chr3	167614363
chr3	167777292
chr3	169549331
chr3	170600422
chr3	176067938
chr3	177703756
chr3	179024256
chr3	179633156
chr3	179698589
chr3	180714104
chr3	180817716
chr3	185068906
chr3	188307359
chr8	131378481
chr8	132644876
chr8	133798035
chr8	134497505
chr8	136378097
chr8	137264169
chr8	138484445
chr8	139422235
chr8	141340216
chr8	141421398
chr8	142582242
chr8	144036839
chr8	144661550
chr2	40673436
chr2	41127855
chr2	50651001
chr2	51234790
chr2	51672903
chr2	52484016
chr2	52539152
chr2	55376378
chr2	56276242
chr2	58494979
chr2	64532238
chr2	67135245
chr2	67620567
chr2	68116746
chr2	68720004
chr2	69291253
chr2	69558488
chr2	74237768
chr2	74696774
chr2	75633930
chr2	76481010
chr2	76516136
chr2	76713213
chr2	77986102
chr2	78490542
chr2	83121482
chr2	83130387
chr2	85207421
chr2	86020693
chr2	87017504
chr2	90410426
chr2	91164783
chr2	92401493
chr2	93150528
chr2	96584580
chr2	96987843
chr2	98985336
chr2	99063369
chr2	99093237
chr2	100376047
chr2	103469820
chr2	106292864
chr2	106802054
chr2	107554470
chr2	108313807
chr2	108562215
chr2	109530452
chr2	111763036
chr2	112714299
chr2	113242080
chr2	116730279
chr2	121633875
chr2	122407914
chr2	127302248
chr2	127780971
chr2	130334012
chr2	130659396
chr2	132081751
chr2	133676156
chr2	133747432
chr2	134724117
chr2	135607789
chr2	137427714
chr2	137903554
chr2	138234604
chr2	138834701
chr2	139066089
chr2	141103733
chr2	141417117
chr2	143017080
chr2	143720230
chr2	143883931
chr2	145214463
chr2	147009125
chr2	150213613
chr2	151872364
chr2	153258571
chr2	154757396
chr2	155746295
chr2	155932820
chr2	159057590
chr2	160849779
