Chromosome	Position
chr12	66726752
chr12	67289410
chr12	68477589
chr12	68610644
chr12	71508271
chr12	74243578
chr12	74246302
chr12	75065266
chr12	76576707
chr12	82106282
chr12	91939237
chr12	92718090
chr12	93154410
chr12	97860596
chr12	99226364
chr12	99650038
chr12	101119339
chr12	102871243
chr12	113635956
chr12	113674042
chr12	114189596
chr12	114841288
chr10	100814570
chr10	101707142
chr10	101828857
chr10	102523115
chr10	104606181
chr10	107545907
chr10	110037182
chr10	115506949
chr10	116226927
chr10	117428588
chr10	118402049
chr10	118466812
chr10	122619908
chr10	123490515
chr10	123726632
chr10	127528384
chr10	130073762
chr10	130089244
chr10	130601865
chr10	132081415
chr10	135074546
chr4	47768037
chr4	54565829
chr4	55583044
chr4	60064854
chr4	62105538
chr4	62393958
chr4	63222143
chr4	64234532
chr4	64239032
chr4	64802718
chr4	67071249
chr4	71375178
chr4	72273190
chr4	107638215
chr4	108310425
chr4	110399891
chr4	117449435
chr4	119889288
chr4	120741394
chr4	121768154
chr4	122080378
chr4	122681752
chr4	126799370
chr4	135071097
chr4	142194658
chr4	142688847
chr4	143518010
chr4	144613108
chr4	145174713
chr4	146825873
chr4	148199943
chr4	153873060
chr4	154910047
chr4	156817913
chr4	158466200
chr4	159391710
chr4	159820961
chr4	160976548
chr4	161985987
chr4	162126380
chr4	162474661
chr4	162500743
chr4	163012060
chr4	163620538
chr4	164853508
chr4	168292213
chr4	169866814
chr4	171149061
chr4	173827247
chr4	173849812
chr4	179389718
chr4	180039560
chr4	180966119
chr4	190142354
chr3	119346613
chr3	119609686
chr3	121985704
chr3	122720868
chr3	123394679
chr3	123502357
chr3	123832217
chr3	123916034
chr3	124390400
chr3	124400215
chr3	126438307
chr3	127537544
chr3	128354895
chr3	132876341
chr3	133030102
chr3	133519272
chr3	133942334
chr3	137061987
chr3	138028407
chr3	141684736
chr3	143812157
chr3	144449187
chr3	147607495
chr3	150487544
chr3	150910233
chr3	151324960
chr3	164022266
chr3	168171122
chr3	169260636
chr3	170133705
chr3	170883074
chr3	171431980
chr3	171493095
chr3	182110535
chr3	185325793
chr3	185516813
chr3	186679966
chr3	188897066
chr3	189920136
chr3	190249026
chr3	190703754
chr3	191130312
chr3	191315355
chr3	191546957
chr3	193140143
chr3	195377607
chr8	91904653
chr8	96491371
chr8	98624514
chr8	99059426
chr8	99120023
chr8	104527449
chr8	106330029
chr8	107138538
chr8	110250639
chr8	111473526
chr8	112546259
chr8	115426270
chr8	116031393
chr8	116894864
