Chromosome	Position
chr12	42559030
chr12	42677253
chr12	43302754
chr12	43569878
chr12	45172147
chr12	45979578
chr12	47669731
chr12	48855124
chr12	51098526
chr12	51534812
chr12	51745807
chr12	55628554
chr12	55900422
chr12	55958170
chr12	56196557
chr12	57661099
chr12	62273812
chr12	62757700
chr12	66118272
chr12	71533390
chr12	72966253
chr12	77364140
chr12	79659624
chr12	79861439
chr12	80546357
chr12	81305544
chr12	81331028
chr12	83451605
chr12	84869876
chr12	86193686
chr12	87179155
chr12	90602058
chr12	93858771
chr12	115034863
chr12	116372378
chr12	116649011
chr12	121051024
chr12	121844378
chr12	122136969
chr12	122601200
chr12	125540128
chr12	126329184
chr12	128888139
chr12	129098827
chr12	129650541
chr12	129723225
chr10	90207267
chr10	91724282
chr10	92814965
chr10	94483852
chr10	96063567
chr10	97044354
chr10	97208496
chr10	102150079
chr10	102165043
chr10	103079262
chr10	104431678
chr10	104779368
chr10	106213544
chr10	110963747
chr10	112384255
chr10	114097769
chr10	118003309
chr10	118401269
chr10	118963611
chr10	119514566
chr10	119681552
chr10	119704488
chr10	119899275
chr10	119943400
chr10	121957732
chr10	122197489
chr10	123525559
chr10	123754983
chr10	124043883
chr10	126769409
chr10	127055709
chr10	127499298
chr10	127529526
chr4	76987866
chr4	82100682
chr4	82325731
chr4	82835347
chr4	86731912
chr4	86970781
chr4	88057686
chr4	94653169
chr4	117240911
chr4	118868992
chr4	120545180
chr4	121998052
chr4	126046383
chr4	126686168
chr4	130105069
chr4	138378432
chr4	143629671
chr4	144103361
chr4	146400337
chr4	146961570
chr4	148682473
chr4	149506347
chr4	149904016
chr4	150629681
chr4	152483401
chr4	152934178
chr4	154943285
chr4	156361893
chr4	156740691
chr4	157688168
chr4	163971166
chr4	164738142
chr4	166337279
chr4	169274179
chr4	170183489
chr4	171976844
chr4	172811938
chr4	175430151
chr4	179260626
chr4	179555202
chr4	180665130
chr4	181114517
chr4	181398616
chr4	184868382
chr4	187196627
chr4	188630989
chr4	188803516
chr4	189674273
chr3	49961519
chr3	50537005
chr3	53796753
chr3	55512218
chr3	58529957
chr3	58958945
chr3	62235928
chr3	64677968
chr3	66095886
chr3	66306855
chr3	67060422
chr3	67685454
chr3	70966888
chr3	73918412
chr3	74069347
chr3	74979256
chr3	75346981
chr3	75431849
chr3	76995388
chr3	77719233
chr3	80059197
chr3	80687392
chr3	81509532
chr3	82100210
chr3	82202192
chr3	83483903
chr3	92612114
chr3	93125637
chr3	96829473
chr3	101642339
chr3	104356824
chr3	105171877
chr3	106277227
chr3	106676079
chr3	107375027
chr3	109542064
chr3	110467867
chr3	112921991
chr3	113555417
chr3	115866325
chr3	117136093
chr3	130521176
chr3	130808421
chr3	131951486
chr3	134199725
chr3	135733229
chr3	136627089
chr3	138780114
chr3	139705117
chr3	140553775
chr3	141076100
chr3	141346742
chr3	141511180
chr3	143747268
chr3	144029645
chr3	144269664
chr3	144636567
chr3	146102360
chr3	148380926
chr3	149280217
chr3	152412203
chr3	155553559
chr3	158887192
chr3	159037308
chr3	159739675
chr3	159916484
chr3	162809582
chr3	163373970
chr3	166572908
chr3	167978498
chr3	168190364
chr3	169109640
chr3	171403112
chr3	172356414
chr3	172834355
chr3	173248238
chr3	173862611
chr3	174143739
chr3	175557448
chr3	177804024
chr3	179262864
chr3	179744454
chr3	180083551
chr3	180536083
chr3	181037928
chr3	181140371
chr3	181608529
chr3	183837994
chr3	193492683
chr3	194672369
chr3	194686069
chr3	195980780
chr3	196122458
chr8	91904653
chr8	91937291
chr8	93409131
chr8	93617241
chr8	94135939
chr8	94300597
chr8	94825576
chr8	95574261
chr8	96789735
chr8	98472916
chr8	101994670
chr8	102065185
chr8	103924713
chr8	105005220
chr8	109805892
chr8	109908685
chr8	144636837
chr8	144872894
chr2	125669869
chr2	126801538
chr2	127520905
chr2	127771012
chr2	129970579
chr2	131276611
chr2	134548422
chr2	135803821
chr2	137754689
chr2	139939189
chr2	141605336
chr2	148999517
chr2	152474052
chr2	152879583
chr2	153060724
chr2	154111687
chr2	154285491
chr2	164774144
chr2	166348445
chr2	172892594
chr2	174395781
chr2	177116137
chr2	177305092
chr2	180450884
chr2	181170647
chr2	190269643
chr2	190359889
chr2	191880716
chr2	192452512
chr2	193618216
chr2	194786445
chr2	197834111
chr2	201196670
chr2	202730137
chr2	203859244
chr2	204711549
chr2	205924851
chr2	207464884
chr2	207604539
chr2	208221477
chr2	212192021
chr2	215848802
chr2	216553229
chr2	219094215
chr2	221108962
chr2	222818800
chr2	223112765
chr2	225155814
chr2	225965973
chr2	231359054
chr2	233189901
chr2	233273495
chr2	236334743
chr2	236726735
chr2	237150061
chr2	239104021
chr2	241763288
chr2	242821371
chrX	153052393
chrX	154175573
chrX	155057180
chr1	62566363
chr1	63329907
chr1	65183104
chr1	65871832
chr1	66331849
chr1	67093141
chr1	69103148
chr1	71934197
chr1	71980852
chr1	72353411
chr1	74892852
chr1	77364166
chr1	77782207
chr1	81899071
chr1	82650171
chr1	83203350
chr1	86402357
chr1	86867044
chr1	87516072
chr1	91992467
chr1	92867244
chr1	101544950
chr1	101937679
chr1	102054359
chr1	109586788
chr1	111470064
chr1	111717233
chr1	114347112
chr1	138519249
chr1	138652651
chr1	140009178
chr1	140259654
chr1	146526216
chr1	152817598
chr1	152821134
chr1	153274786
chr1	153650373
chr1	154432179
chr1	155330627
chr1	155962075
chr1	156074202
chr1	162542575
chr1	165312149
chr1	166433237
chr1	167573828
chr1	170121215
chr1	170481930
chr1	174062447
chr1	174154958
chr1	174673026
chr1	176764564
chr1	177292687
chr1	178683571
chr1	180233734
chr1	187200800
chr1	187709378
chr1	191588877
chr1	191943840
chr1	197634735
chr1	199156794
chr1	202238638
chr1	202461498
chr1	204446353
chr1	204498825
chr1	205229542
chr1	206069015
chr1	208335638
chr1	208845916
chr1	209519530
chr1	209645543
chr1	210329273
chr1	211254837
chr1	211261558
chr1	212360269
chr1	212860320
chr1	213597655
chr1	218664242
chr1	221671402
chr1	222779745
chr1	223608444
chr1	223835401
chr1	225377939
chr1	226670740
chr1	228430956
chr1	229374220
chr1	233824215
chr7	78834419
chr7	80329507
chr7	80754206
chr7	82055038
chr7	82266153
chr7	82718870
chr7	83313662
chr7	97622031
chr7	98817695
chr7	99960626
chr7	100048814
chr7	102930207
chr7	103218744
chr7	104498941
chr7	106921900
chr7	110173851
chr7	110875894
chr7	111743065
chr7	111865199
chr7	112858364
chr7	113270967
chr7	114275970
chr7	114496419
chr7	115033298
chr7	115937324
chr7	117159133
chr7	118308928
chr7	118660057
chr7	120732084
chr7	123750715
chr7	127605007
chr7	127935215
chr7	129850905
chr7	130674545
chr7	131313101
chr7	131330342
chr7	132187501
chr7	132432541
chr7	133027528
chr7	133327296
chr7	133703105
chr7	134786708
chr7	135212202
chr7	135294367
chr7	135625487
chr7	136010681
chr7	137421550
chr7	144182032
chr7	147672390
chr7	154682126
chr7	155761099
chr7	155765840
chr5	167230156
chr5	167813732
chr5	168652407
chr5	169095756
chr5	169613019
chr5	172613127
chr5	173870859
chr5	174179872
chr5	180545221
chr6	20984306
chr6	21474062
chr6	22860089
chr6	23727947
chr6	26164547
chr6	27495653
chr6	31093664
chr6	32200749
chr6	33125437
chr6	33768438
chr6	33864385
chr6	38076466
chr6	38522678
chr6	39053304
chr6	41445878
chr6	42180216
chr6	42221524
chr6	42504975
chr6	43853959
chr6	45248111
chr6	49556174
chr6	49621988
chr6	50472148
chr6	51054583
chr6	54306744
chr6	56742966
chr6	57380831
chr6	58543774
chr6	58804926
chr6	60901177
chr6	64538074
chr6	65963813
chr6	66863082
chr6	81270037
chr6	82341659
chr6	85702394
chr6	85946245
chr6	88990234
chr6	92966255
chr6	93535451
chr6	93843296
chr6	99527609
chr6	99946249
chr6	101419451
chr6	109024521
chr6	109370879
chr6	109565198
chr6	117981130
chr6	118017527
chr6	118328598
chr6	118588708
chr6	120491509
chr6	120706324
chr6	122394442
chr6	123122467
chr6	123999886
chr6	124272446
chr6	131067266
chr6	135653985
chr6	139173081
chr6	140087215
chr6	140317627
chr6	140348353
chr6	141055650
chr6	142146498
chr6	143298524
chr6	143819862
chr6	145310001
chr6	145856327
chr6	147302245
chr6	148181505
chr6	148972889
chr6	154263925
chr6	155770670
chr6	155982934
chr11	94549797
chr11	99669248
chr11	100772094
chr11	109457303
chr11	109931031
chr11	110871761
chr11	116006518
chr11	116380783
chr11	118118008
chr11	122630538
chr11	124810595
chr11	130660180
chr11	131378023
chr11	132853983
chr11	132995288
chr11	133936014
chr17	49837619
