Chromosome	Position
chr12	109787551
chr12	113281025
chr12	114073798
chr12	116191969
chr12	117007674
chr12	117961731
chr12	118535253
chr12	119954966
chr12	120395977
chr12	122637305
chr12	122735345
chr12	125065639
chr12	126869317
chr12	129278278
chr12	130029241
chr12	131293458
chr12	131850271
chr12	133172562
chr12	133286781
chr10	95238520
chr10	95825920
chr10	98626788
chr10	98864022
chr10	99245148
chr10	99835130
chr10	100676996
chr10	100843782
chr10	104938489
chr10	105049492
chr10	105379602
chr10	105901138
chr10	112949612
chr10	113421277
chr10	113703630
chr10	115325651
chr10	115434714
chr10	128718032
chr10	130667125
chr10	132274413
chr10	134890964
chr4	47768037
chr4	49324631
chr4	52730298
chr4	57538647
chr4	67733393
chr4	70406064
chr4	72556458
chr4	76973969
chr4	79069919
chr4	81781556
chr4	81833320
chr4	82351302
chr4	89935566
chr4	95401627
chr4	95518627
chr4	95698335
chr4	97896913
chr4	98566120
chr4	98882377
chr4	99614557
chr4	99995454
chr4	100764174
chr4	107159525
chr4	107307422
chr4	107595749
chr4	113049825
chr4	127738369
chr4	128621898
chr4	128725395
chr4	129043093
chr4	137590905
chr4	137839983
chr4	138375063
chr4	138759929
chr4	139733488
chr4	142514917
chr4	146034441
chr4	146871945
chr4	150326225
chr4	151222965
chr4	154048861
chr4	154745412
chr4	155693257
chr4	156696074
chr4	162998725
chr4	164310196
chr4	166282551
chr4	169772863
chr4	170792212
chr4	176650447
chr4	176688685
chr4	177903360
chr4	178790179
chr4	181316130
chr4	184301405
chr3	73651988
chr3	74835810
chr3	77915074
chr3	83330796
chr3	84436523
chr3	87373962
chr3	91862157
chr3	92096591
chr3	99103991
chr3	99613629
chr3	99700895
chr3	100988605
chr3	102577652
chr3	103447640
chr3	104225595
chr3	107143625
chr3	107152719
chr3	107234935
chr3	108811026
chr3	110522236
chr3	110770713
chr3	112315871
chr3	112988449
chr3	116703535
chr3	117152814
chr3	117275810
chr3	119891669
chr3	121363758
chr3	123659464
chr3	124361310
chr3	126758687
chr3	128688604
chr3	136549167
chr3	136744384
chr3	139831214
chr3	141539883
chr3	142569991
chr3	144341709
chr3	148413861
chr3	150185117
chr3	151113920
chr3	152278042
chr3	154256059
chr3	154586977
chr3	159781001
chr3	162229660
chr3	166246930
chr3	167191884
chr3	167635768
chr3	167969929
chr3	168636672
chr3	169544618
chr3	170132453
chr3	170687990
chr3	172258782
chr3	173736821
chr3	173964392
chr3	175250667
chr3	185765910
chr3	185903586
chr3	191781248
chr3	191954950
chr3	193944317
chr3	196210383
chr3	197791002
chr8	131378481
chr8	134818011
chr8	139143458
chr8	145718223
chr2	166781479
chr2	168068202
chr2	168684901
chr2	168802312
chr2	171595601
chr2	171711133
chr2	176852986
chr2	178566215
chr2	178814846
chr2	183843852
chr2	183848226
chr2	183852701
chr2	184051550
chr2	184219623
chr2	185811047
chr2	189207983
chr2	193885896
chr2	197137975
chr2	197302844
chr2	197906017
chr2	205347661
chr2	205402216
chr2	209730182
chr2	210278450
chr2	210551828
chr2	212647336
chr2	213611084
chr2	213621854
chr2	214344031
chr2	215576352
chr2	216025840
chr2	217952812
chr2	218924631
chr2	219284322
chr2	223159184
chr2	223704474
chr2	224562068
chr2	224603560
chr2	225108815
chr2	225712376
chr2	226923463
chr2	227394807
chr2	236492235
chr2	236688345
chr2	238991022
chr2	240096592
chr2	240425053
chrX	153052393
chr1	44733782
chr1	45971338
chr1	46757068
chr1	49813823
chr1	52262551
chr1	52946087
chr1	53450170
chr1	54242163
chr1	54412727
chr1	59046780
chr1	60216719
chr1	60578528
chr1	60764364
chr1	62144809
chr1	62941650
chr1	68798911
chr1	72256398
chr1	74667867
chr1	78472709
chr1	78712541
chr1	85236115
chr1	89918712
chr1	90234289
chr1	90461070
chr1	93390659
chr1	96278798
chr1	98070197
chr1	98549132
chr1	100552518
chr1	101264582
chr1	101964813
chr1	102079400
chr1	103116622
chr1	104894913
chr1	106110489
chr1	106818988
chr1	107659482
chr1	108827057
chr1	113227629
chr1	115522601
chr1	116188030
chr1	117353597
chr1	130905380
chr1	131730644
chr1	132352471
chr1	133169803
chr1	134143418
chr1	134321647
chr1	134680854
chr1	134859591
chr1	143004118
chr1	144537294
chr1	153280649
chr1	153360782
chr1	153443572
chr1	156153011
chr1	158365812
chr1	159139882
chr1	160679125
chr1	167645324
chr1	168133419
chr1	170141867
chr1	170643641
chr1	172532793
chr1	173367778
chr1	174394438
chr1	174850440
chr1	182472871
chr1	182929351
chr1	183228186
chr1	189527390
chr1	189954229
chr1	192174394
chr1	192925979
chr1	193713485
chr1	196126741
chr1	196405038
