Chromosome	Position
chr12	1732675
chr12	3507740
chr12	6493351
chr12	8857395
chr12	9632468
chr12	10489509
chr12	15311413
chr12	23860893
chr12	29515087
chr12	36204305
chr12	36827560
chr12	46617888
chr12	47200719
chr12	47668744
chr12	53275002
chr12	55313948
chr12	55751643
chr12	56195565
chr12	58423814
chr12	58591353
chr12	59347952
chr12	60473006
chr12	61222996
chr12	63322124
chr12	65391088
chr12	66165221
chr12	70631457
chr12	74396193
chr12	74753089
chr12	75101023
chr12	76725237
chr12	76760686
chr12	77504454
chr12	79577633
chr12	81242047
chr12	81633726
chr12	81716171
chr12	86100985
chr12	89040303
chr12	89633969
chr12	90788372
chr12	91704799
chr12	92271438
chr12	93236829
chr12	100998769
chr12	102225196
chr12	106792881
chr12	110743575
chr12	111391812
chr12	116396825
chr12	117934635
chr12	118060165
chr12	118093877
chr12	118384196
chr12	118672076
chr12	119818299
chr12	121504564
chr12	122083265
chr12	122460504
chr12	122504469
chr12	123197850
chr12	124605624
chr12	126197904
chr12	127476620
chr12	131186275
chr12	131628663
chr12	132431513
chr12	132749207
chr12	132841379
chr12	133337225
chr10	84630657
chr10	99914341
chr10	100923167
chr10	100975602
chr10	101986404
chr10	103258965
chr10	104644234
chr10	104743545
chr10	106605306
chr10	108191821
chr10	108488155
chr10	108622566
chr10	108795867
chr10	113425724
chr10	116819591
chr10	119496649
chr10	120763725
chr10	121422295
chr10	121628927
chr10	122599716
chr10	123938346
chr10	123952333
chr10	125255662
chr10	126445646
chr10	128406203
chr10	129663307
chr10	129683000
chr10	129732522
chr10	130668355
chr4	76987668
chr4	77248192
chr4	79668352
chr4	81350236
chr4	82276878
chr4	82538339
chr4	85831026
chr4	88270156
chr4	90138346
chr4	90430811
chr4	92222857
chr4	94035726
chr4	94514221
chr4	95529145
chr4	98437839
chr4	101708283
chr4	102082799
chr4	116092689
chr4	123534753
chr4	125481149
chr4	126872648
chr4	128381781
chr4	129601979
chr4	131218299
chr4	131432574
chr4	132535583
chr4	133063907
chr4	134268029
chr4	135493521
chr4	139447575
chr4	139600520
chr4	139945173
chr4	142839637
chr4	143153464
chr4	145407706
chr4	148925757
chr4	150331659
chr4	150404630
chr4	152932898
chr4	154980411
chr4	157543827
chr4	162196174
chr4	165084251
chr4	169111324
chr4	173840900
chr4	175540631
chr4	176699243
chr4	180094123
chr4	183842308
chr3	49961519
chr3	51582967
chr3	51646462
chr3	52445164
chr3	52643532
chr3	53064020
chr3	54553844
chr3	55673395
chr3	56694237
chr3	59072466
chr3	59214105
chr3	59455532
chr3	61607448
chr3	62721881
chr3	63739408
chr3	69102964
chr3	69133667
chr3	71370127
chr3	71814829
chr3	71966214
chr3	74436611
chr3	75793209
chr3	76726161
chr3	80487807
chr3	82995255
chr3	84394219
chr3	85490114
chr3	85738190
chr3	85750561
chr3	91310926
chr3	91405003
chr3	101524821
chr3	104302825
chr3	104837806
chr3	104840372
chr3	105368672
chr3	107670881
chr3	108690331
chr3	109202274
chr3	109264260
chr3	109590420
chr3	109926318
chr3	110981026
chr3	111239857
chr3	114226160
chr3	114919115
chr3	116569765
chr3	119694992
chr3	123777067
chr3	127127331
chr3	127820437
chr3	128392612
chr3	128472229
chr3	129587204
chr3	133947299
chr3	134851149
chr3	136050896
chr3	136895654
chr3	137213512
chr3	137329225
chr3	142648198
chr3	144153292
chr3	144899974
chr3	146191443
chr3	146970450
chr3	148833309
chr3	150105974
chr3	150318938
chr3	152331127
chr3	155536477
chr3	160513041
chr3	162756890
chr3	163742262
chr3	164268992
chr3	169567042
chr3	170507888
chr3	172233819
chr3	178756403
chr3	179028997
chr3	179305388
chr3	179634150
chr3	179730667
chr3	180857022
chr3	187481864
chr3	188368526
chr3	189168257
chr3	190939308
chr3	193762253
chr3	194018543
chr8	73760262
chr8	76897574
chr8	77147721
chr8	78647821
chr8	79100874
chr8	80212522
chr8	80578331
chr8	83191029
chr8	83251741
chr8	83347916
chr8	84278381
chr8	85494609
chr8	85532966
chr8	87133058
chr8	87394343
chr8	88382031
chr8	90256170
chr8	92390611
chr8	95717229
chr8	96733380
chr8	97639675
chr8	98420255
chr8	100984845
chr8	101896402
chr8	105515063
chr8	105554085
chr8	105747305
chr8	109141708
chr8	109874580
chr8	111480138
chr8	112685662
chr8	113043509
chr8	113892650
chr8	114844900
chr8	116141660
chr8	119198016
chr8	122103773
chr8	122747659
chr8	122909938
chr8	123686808
chr8	124650646
chr8	125250459
chr8	126249124
chr8	127175052
chr8	128126514
chr8	132643195
chr8	133665287
chr8	137805010
chr8	141028657
chr8	143387936
chr2	142651780
chr2	143111732
chr2	143637767
chr2	145829244
chr2	147583322
chr2	147953446
chr2	152725646
chr2	153882271
chr2	154573875
chr2	155372361
chr2	155715685
chr2	157026205
chr2	163942664
chr2	166793678
chr2	167965067
chr2	170074128
chr2	170360419
chr2	170715404
chr2	171524794
chr2	174509308
chr2	176608561
chr2	176637881
chr2	177667227
chr2	178042622
chr2	178888823
chr2	180295768
chr2	182464644
chr2	184016670
chr2	184421707
chr2	184747213
chr2	189952659
chr2	193096985
chr2	193167409
chr2	196108129
chr2	199228157
chr2	201883550
chr2	202349166
chr2	203607747
chr2	203812571
chr2	204419276
chr2	205094782
chr2	207888986
chr2	210286593
chr2	211117095
chr2	212385004
chr2	213890150
chr2	215393334
chr2	221796647
chr2	222760982
chr2	224622838
chr2	225921262
chr2	227047519
chr2	227797196
chr2	237126582
chr2	237484496
chr2	240659346
chr2	241565050
chr2	241803613
chrX	44111517
chrX	44725182
chrX	45379468
chrX	45581023
chrX	46160698
chrX	49057720
chrX	51489390
chrX	52783604
chrX	53844770
chrX	54176293
chrX	54893844
chrX	59018955
chrX	60014417
chrX	60523228
chrX	60851619
chrX	61564838
chrX	61811259
chrX	61983569
chrX	68300445
chrX	69775906
chrX	70064558
chrX	70355856
chrX	71497462
chrX	75711897
chrX	77903341
chrX	81659825
chrX	81801225
chrX	85933265
chrX	88410530
chrX	90338584
chrX	91572328
chrX	92312227
chrX	92857379
chrX	93580962
chrX	93867763
chrX	97815083
chrX	98588009
chrX	99208829
chrX	100442275
chrX	100924258
chrX	102578721
chrX	104967030
chrX	105239488
chrX	105885865
chrX	106283682
chrX	106687904
chrX	107457625
chrX	109744880
chrX	113355147
chrX	113769293
chrX	116246010
chrX	118450083
chrX	118479036
chrX	119545950
chrX	120502971
chrX	121038860
chrX	124976975
chrX	135763623
chrX	135924245
chrX	139071420
chrX	141634303
chrX	145265832
chrX	145518305
chrX	145631876
chrX	145699622
chrX	150228047
chrX	151996390
chr1	240761770
chr1	241095241
chr1	242278951
chr1	245013768
chr1	246629018
chr1	247371444
chr1	247697897
chr1	248712405
chr7	40033743
chr7	41659646
chr7	49281275
chr7	51010768
chr7	52688382
chr7	52863066
chr7	53368002
chr7	59057373
chr7	63710344
chr7	64103819
chr7	64125138
chr7	64663466
chr7	65565819
chr7	66239503
chr7	66703028
chr7	67098655
chr7	67650963
chr7	68208968
chr7	68942669
chr7	69552481
chr7	69844491
chr7	71884309
chr7	77450956
chr7	78799405
chr7	79524226
chr7	81879781
chr7	84382417
chr7	84916352
chr7	89188188
chr7	89939414
chr7	94263215
chr7	95233118
chr7	96524282
chr7	97064017
chr7	101446762
chr7	103469778
chr7	104733681
chr7	104823828
chr7	105954002
chr7	106225941
chr7	107047716
chr7	107933701
chr7	109126847
chr7	113031117
chr7	113849850
chr7	113908399
chr7	114412268
chr7	114541950
chr7	114644679
chr7	115197249
chr7	116589592
chr7	117734166
chr7	118504204
chr7	122614753
chr7	127024178
chr7	127136996
chr7	127817755
chr7	128698729
chr7	133579638
chr7	134340440
chr7	134521879
chr7	137737390
chr7	140223602
chr7	143368974
chr7	143925861
chr7	144254375
chr7	145227054
chr7	145687815
chr7	146502128
chr7	146750232
chr7	147825429
chr7	152304674
chr7	153186944
chr7	153523535
chr7	154427555
chr5	9148880
chr5	10011370
chr5	10912696
chr5	11551159
chr5	12439121
chr5	13262783
chr5	14168097
chr5	18831576
chr5	21656791
chr5	22344641
chr5	28175807
chr5	28481458
chr5	29427755
chr5	37124626
chr5	40942695
chr5	43819629
chr5	43884945
chr5	51283320
chr5	53424688
chr5	53854764
chr5	64909496
chr5	66906001
chr5	67540646
chr5	69340331
chr5	69551322
chr5	78168000
chr5	78288673
chr5	79656930
chr5	79781166
chr5	80394527
chr5	85245080
chr5	87821145
chr5	88314978
chr5	96938590
chr5	97195987
chr5	98793227
chr5	99577155
chr5	102058269
chr5	102437143
chr5	102777961
chr5	106430252
chr5	107267983
chr5	109005300
chr5	110838113
chr5	111698581
chr5	112027235
chr5	112115029
chr5	113199828
chr5	114161997
chr5	114506676
chr5	115687869
chr5	117552250
chr5	118172711
chr5	122774452
chr5	122857415
chr5	125308916
chr5	126097195
chr5	131911624
chr5	134161104
chr5	134916993
chr5	138201432
chr5	138316461
chr5	138320740
chr5	139434141
chr5	140878175
chr5	142015002
chr5	144828780
chr5	145108224
chr5	147710782
chr5	148335235
chr5	148718085
chr5	149694678
chr6	46800728
chr6	47152629
chr6	47453154
chr6	48096945
chr6	50067318
chr6	52071449
chr6	54931778
chr6	55183279
chr6	59725332
chr6	61502983
chr6	61555803
chr6	62503569
chr6	68234264
chr6	68823234
chr6	70888424
chr6	71267015
chr6	73569854
chr6	76069651
chr6	78403564
chr6	78493197
chr6	79257913
chr6	79896217
chr6	80179603
chr6	83065977
chr6	83856232
chr6	84853641
chr6	85033408
chr6	86062713
chr6	86157428
chr6	90379615
chr6	91569209
chr6	91597757
chr6	91640087
chr6	91770317
chr6	93857593
chr6	95962580
chr6	96347942
chr6	96591871
chr6	96652483
chr6	97086516
chr6	98106795
chr6	99175809
chr6	99208209
chr6	99609615
chr6	103815378
chr6	110901358
chr6	111157953
chr6	111213967
chr6	115231387
chr6	115720884
chr6	115890647
chr6	116274303
chr6	117077383
chr6	117403665
chr6	118979618
chr6	120071265
chr6	124162355
chr6	125567077
chr6	130038321
chr6	142162004
chr6	144983265
chr6	145232852
chr6	146619525
chr6	151034223
chr6	152605661
chr6	152867406
chr6	155237305
chr6	155593153
chr6	160819484
chr6	161403196
chr6	162466387
chr6	166339056
chr6	166616163
chr6	167307912
chr11	5365007
chr11	7094056
chr11	10631959
chr11	10991224
chr11	14341842
chr11	15500226
chr11	16918750
chr11	17905544
chr11	21956395
chr11	22817711
chr11	30246037
chr11	31737273
chr11	31755398
chr11	32923073
chr11	33406997
chr11	33751448
chr11	38803769
chr11	40600082
chr11	47556593
chr11	48359300
chr11	49620096
chr11	49985344
chr11	50058984
chr11	50748045
chr11	51154629
chr11	51760283
chr11	53621529
chr11	54409655
chr11	68200938
chr11	68604097
chr11	70092538
chr11	75842892
chr11	75970899
chr11	83100478
chr11	83366997
chr11	84822261
chr11	91926046
chr11	93428267
chr11	94291372
chr11	94893401
chr11	95108260
chr11	96166030
chr11	96908880
chr11	99782728
chr11	100025888
chr11	100079808
chr11	101420889
chr11	107211241
chr11	108485884
chr11	109696464
chr11	110105663
chr11	110290160
chr11	110303201
chr11	110729440
chr11	111165552
chr11	111369618
chr11	117191881
chr11	117293368
chr11	117438241
chr11	119076374
chr11	119189288
chr11	119958295
chr11	122555985
chr11	126780462
chr11	128000676
chr11	133946691
chr11	134862257
chr17	49837619
chr17	53270254
chr17	54045920
chr17	59394587
chr17	59503789
chr17	59730515
chr17	60261607
chr17	63509119
chr17	68290451
chr17	69014030
chr17	69401903
chr17	71359477
chr17	71470820
chr17	71783116
chr17	72485465
chr17	72760913
chr17	73815604
chr17	75479196
chr17	75841251
chr17	76585819
chr17	77390428
chr17	77940269
chr17	78863142
chr17	79037527
chr17	79132460
chr17	80431903
chr17	81002430
chr17	81194727
chr20	31472908
chr20	31648026
chr20	32046281
chr20	36304454
chr20	36955080
chr20	37401272
chr15	84577352
chr15	85645493
chr15	86070466
chr15	86949698
chr15	88438209
chr15	90631791
chr15	90751908
chr15	91290053
chr15	95366066
chr15	95825853
chr15	97447268
chr15	98670857
chr15	100034057
chr9	101190026
chr9	102027516
chr9	102409061
chr9	104176705
chr9	107747738
chr9	108888971
chr9	109245891
chr9	109319559
chr9	111775185
chr9	112697232
chr9	113846025
chr9	114619565
chr9	115825343
chr9	117541834
chr9	119369822
chr9	119370896
chr9	121755179
chr9	121774073
chr9	122039680
chr9	122606441
chr9	123127117
chr9	125928678
chr9	126437756
chr9	127448740
chr9	130726139
chr9	132968371
chr9	135379238
chr9	136353349
chr9	136889685
chr9	137307050
chr9	138758974
chr9	140806654
chr9	140898116
chr16	67931114
chr16	69165202
chr16	70338712
chr16	80655094
